Vendor,"GRAPHTEC Corporation"
Model,"GL220"
Version,"Ver1.05  "
Sampling interval,2s
Total data points,639       
Start time,2015-05-29,13:50:12
End time,2015-05-29,14:11:28
Trigger time,2015-05-29,13:50:12
AMP settings
CH,Signal name,Input,Range,Filter,Span
CH1," CH 1",TEMP,TC_K,Off,+440.0,+140.0,[degF]
Logic/Pulse,Off
Data
Number,Date&Time,ms,CH1,Alarm1  -10 ,Alarm Out
NO.,Time, ms,"degF","A12345678910","AO1234"
       463,2015/05/29 14:05:36,  0,+426.0,LLLLLLLLLL,LLLL
       464,2015/05/29 14:05:38,  0,+426.6,LLLLLLLLLL,LLLL
       465,2015/05/29 14:05:40,  0,+426.9,LLLLLLLLLL,LLLL
       466,2015/05/29 14:05:42,  0,+427.5,LLLLLLLLLL,LLLL
       467,2015/05/29 14:05:44,  0,+427.8,LLLLLLLLLL,LLLL
       468,2015/05/29 14:05:46,  0,+428.7,LLLLLLLLLL,LLLL
       469,2015/05/29 14:05:48,  0,+429.3,LLLLLLLLLL,LLLL
       470,2015/05/29 14:05:50,  0,+429.6,LLLLLLLLLL,LLLL
       471,2015/05/29 14:05:52,  0,+430.0,LLLLLLLLLL,LLLL
       472,2015/05/29 14:05:54,  0,+430.5,LLLLLLLLLL,LLLL
       473,2015/05/29 14:05:56,  0,+431.1,LLLLLLLLLL,LLLL
       474,2015/05/29 14:05:58,  0,+431.4,LLLLLLLLLL,LLLL
       475,2015/05/29 14:06:00,  0,+432.1,LLLLLLLLLL,LLLL
       476,2015/05/29 14:06:02,  0,+432.5,LLLLLLLLLL,LLLL
       477,2015/05/29 14:06:04,  0,+432.9,LLLLLLLLLL,LLLL
       478,2015/05/29 14:06:06,  0,+433.4,LLLLLLLLLL,LLLL
       479,2015/05/29 14:06:08,  0,+433.8,LLLLLLLLLL,LLLL
       480,2015/05/29 14:06:10,  0,+434.3,LLLLLLLLLL,LLLL
       481,2015/05/29 14:06:12,  0,+434.7,LLLLLLLLLL,LLLL
       482,2015/05/29 14:06:14,  0,+435.4,LLLLLLLLLL,LLLL
       483,2015/05/29 14:06:16,  0,+435.6,LLLLLLLLLL,LLLL
       484,2015/05/29 14:06:18,  0,+436.1,LLLLLLLLLL,LLLL
       485,2015/05/29 14:06:20,  0,+436.6,LLLLLLLLLL,LLLL
       486,2015/05/29 14:06:22,  0,+437.2,LLLLLLLLLL,LLLL
       487,2015/05/29 14:06:24,  0,+437.7,LLLLLLLLLL,LLLL
       488,2015/05/29 14:06:26,  0,+437.9,LLLLLLLLLL,LLLL
       489,2015/05/29 14:06:28,  0,+438.4,LLLLLLLLLL,LLLL
       490,2015/05/29 14:06:30,  0,+438.8,LLLLLLLLLL,LLLL
       491,2015/05/29 14:06:32,  0,+438.8,LLLLLLLLLL,LLLL
       492,2015/05/29 14:06:34,  0,+439.0,LLLLLLLLLL,LLLL
       493,2015/05/29 14:06:36,  0,+439.3,LLLLLLLLLL,LLLL
       494,2015/05/29 14:06:38,  0,+439.5,LLLLLLLLLL,LLLL
       495,2015/05/29 14:06:40,  0,+439.3,LLLLLLLLLL,LLLL
       496,2015/05/29 14:06:42,  0,+439.7,LLLLLLLLLL,LLLL
       497,2015/05/29 14:06:44,  0,+439.7,LLLLLLLLLL,LLLL
       498,2015/05/29 14:06:46,  0,+439.9,LLLLLLLLLL,LLLL
       499,2015/05/29 14:06:48,  0,+439.9,LLLLLLLLLL,LLLL
       500,2015/05/29 14:06:50,  0,+439.9,LLLLLLLLLL,LLLL
       501,2015/05/29 14:06:52,  0,+440.2,LLLLLLLLLL,LLLL
       502,2015/05/29 14:06:54,  0,+440.4,LLLLLLLLLL,LLLL
       503,2015/05/29 14:06:56,  0,+440.6,LLLLLLLLLL,LLLL
       504,2015/05/29 14:06:58,  0,+440.6,LLLLLLLLLL,LLLL
       505,2015/05/29 14:07:00,  0,+440.8,LLLLLLLLLL,LLLL
       506,2015/05/29 14:07:02,  0,+440.8,LLLLLLLLLL,LLLL
       507,2015/05/29 14:07:04,  0,+441.0,LLLLLLLLLL,LLLL
       508,2015/05/29 14:07:06,  0,+441.1,LLLLLLLLLL,LLLL
       509,2015/05/29 14:07:08,  0,+441.1,LLLLLLLLLL,LLLL
       510,2015/05/29 14:07:10,  0,+441.1,LLLLLLLLLL,LLLL
       511,2015/05/29 14:07:12,  0,+441.1,LLLLLLLLLL,LLLL
       512,2015/05/29 14:07:14,  0,+441.1,LLLLLLLLLL,LLLL
       513,2015/05/29 14:07:16,  0,+441.3,LLLLLLLLLL,LLLL
       514,2015/05/29 14:07:18,  0,+441.1,LLLLLLLLLL,LLLL
       515,2015/05/29 14:07:20,  0,+441.3,LLLLLLLLLL,LLLL
       516,2015/05/29 14:07:22,  0,+441.3,LLLLLLLLLL,LLLL
       517,2015/05/29 14:07:24,  0,+441.3,LLLLLLLLLL,LLLL
       518,2015/05/29 14:07:26,  0,+441.3,LLLLLLLLLL,LLLL
       519,2015/05/29 14:07:28,  0,+441.3,LLLLLLLLLL,LLLL
       520,2015/05/29 14:07:30,  0,+441.1,LLLLLLLLLL,LLLL
       521,2015/05/29 14:07:32,  0,+441.1,LLLLLLLLLL,LLLL
       522,2015/05/29 14:07:34,  0,+441.1,LLLLLLLLLL,LLLL
       523,2015/05/29 14:07:36,  0,+441.0,LLLLLLLLLL,LLLL
       524,2015/05/29 14:07:38,  0,+441.1,LLLLLLLLLL,LLLL
       525,2015/05/29 14:07:40,  0,+441.1,LLLLLLLLLL,LLLL
       526,2015/05/29 14:07:42,  0,+441.1,LLLLLLLLLL,LLLL
       527,2015/05/29 14:07:44,  0,+441.3,LLLLLLLLLL,LLLL
       528,2015/05/29 14:07:46,  0,+441.3,LLLLLLLLLL,LLLL
       529,2015/05/29 14:07:48,  0,+441.3,LLLLLLLLLL,LLLL
       530,2015/05/29 14:07:50,  0,+441.3,LLLLLLLLLL,LLLL
       531,2015/05/29 14:07:52,  0,+441.3,LLLLLLLLLL,LLLL
       532,2015/05/29 14:07:54,  0,+441.3,LLLLLLLLLL,LLLL
       533,2015/05/29 14:07:56,  0,+441.1,LLLLLLLLLL,LLLL
       534,2015/05/29 14:07:58,  0,+440.8,LLLLLLLLLL,LLLL
       535,2015/05/29 14:08:00,  0,+440.8,LLLLLLLLLL,LLLL
       536,2015/05/29 14:08:02,  0,+440.8,LLLLLLLLLL,LLLL
       537,2015/05/29 14:08:04,  0,+441.0,LLLLLLLLLL,LLLL
       538,2015/05/29 14:08:06,  0,+441.0,LLLLLLLLLL,LLLL
       539,2015/05/29 14:08:08,  0,+441.1,LLLLLLLLLL,LLLL
       540,2015/05/29 14:08:10,  0,+440.8,LLLLLLLLLL,LLLL
       541,2015/05/29 14:08:12,  0,+440.8,LLLLLLLLLL,LLLL
       542,2015/05/29 14:08:14,  0,+440.8,LLLLLLLLLL,LLLL
       543,2015/05/29 14:08:16,  0,+440.6,LLLLLLLLLL,LLLL
       544,2015/05/29 14:08:18,  0,+440.8,LLLLLLLLLL,LLLL
       545,2015/05/29 14:08:20,  0,+440.6,LLLLLLLLLL,LLLL
       546,2015/05/29 14:08:22,  0,+440.6,LLLLLLLLLL,LLLL
       547,2015/05/29 14:08:24,  0,+440.4,LLLLLLLLLL,LLLL
       548,2015/05/29 14:08:26,  0,+440.2,LLLLLLLLLL,LLLL
       549,2015/05/29 14:08:28,  0,+440.2,LLLLLLLLLL,LLLL
       550,2015/05/29 14:08:30,  0,+440.2,LLLLLLLLLL,LLLL
       551,2015/05/29 14:08:32,  0,+440.2,LLLLLLLLLL,LLLL
       552,2015/05/29 14:08:34,  0,+440.1,LLLLLLLLLL,LLLL
       553,2015/05/29 14:08:36,  0,+439.9,LLLLLLLLLL,LLLL
       554,2015/05/29 14:08:38,  0,+439.7,LLLLLLLLLL,LLLL
       555,2015/05/29 14:08:40,  0,+439.5,LLLLLLLLLL,LLLL
       556,2015/05/29 14:08:42,  0,+439.7,LLLLLLLLLL,LLLL
       557,2015/05/29 14:08:44,  0,+439.5,LLLLLLLLLL,LLLL
       558,2015/05/29 14:08:46,  0,+439.5,LLLLLLLLLL,LLLL
       559,2015/05/29 14:08:48,  0,+439.5,LLLLLLLLLL,LLLL
       560,2015/05/29 14:08:50,  0,+439.5,LLLLLLLLLL,LLLL
       561,2015/05/29 14:08:52,  0,+439.3,LLLLLLLLLL,LLLL
       562,2015/05/29 14:08:54,  0,+439.3,LLLLLLLLLL,LLLL
       563,2015/05/29 14:08:56,  0,+439.3,LLLLLLLLLL,LLLL
       564,2015/05/29 14:08:58,  0,+439.5,LLLLLLLLLL,LLLL
       565,2015/05/29 14:09:00,  0,+439.3,LLLLLLLLLL,LLLL
       566,2015/05/29 14:09:02,  0,+439.3,LLLLLLLLLL,LLLL
       567,2015/05/29 14:09:04,  0,+439.2,LLLLLLLLLL,LLLL
       568,2015/05/29 14:09:06,  0,+439.0,LLLLLLLLLL,LLLL
       569,2015/05/29 14:09:08,  0,+439.0,LLLLLLLLLL,LLLL
       570,2015/05/29 14:09:10,  0,+438.8,LLLLLLLLLL,LLLL
       571,2015/05/29 14:09:12,  0,+438.8,LLLLLLLLLL,LLLL
       572,2015/05/29 14:09:14,  0,+438.8,LLLLLLLLLL,LLLL
       573,2015/05/29 14:09:16,  0,+438.6,LLLLLLLLLL,LLLL
       574,2015/05/29 14:09:18,  0,+438.1,LLLLLLLLLL,LLLL
       575,2015/05/29 14:09:20,  0,+438.1,LLLLLLLLLL,LLLL
       576,2015/05/29 14:09:22,  0,+438.1,LLLLLLLLLL,LLLL
       577,2015/05/29 14:09:24,  0,+437.9,LLLLLLLLLL,LLLL
       578,2015/05/29 14:09:26,  0,+437.9,LLLLLLLLLL,LLLL
       579,2015/05/29 14:09:28,  0,+437.7,LLLLLLLLLL,LLLL
       580,2015/05/29 14:09:30,  0,+437.5,LLLLLLLLLL,LLLL
       581,2015/05/29 14:09:32,  0,+437.5,LLLLLLLLLL,LLLL
       582,2015/05/29 14:09:34,  0,+437.5,LLLLLLLLLL,LLLL
       583,2015/05/29 14:09:36,  0,+437.2,LLLLLLLLLL,LLLL
       584,2015/05/29 14:09:38,  0,+437.4,LLLLLLLLLL,LLLL
       585,2015/05/29 14:09:40,  0,+437.2,LLLLLLLLLL,LLLL
       586,2015/05/29 14:09:42,  0,+437.0,LLLLLLLLLL,LLLL
       587,2015/05/29 14:09:44,  0,+436.6,LLLLLLLLLL,LLLL
       588,2015/05/29 14:09:46,  0,+436.6,LLLLLLLLLL,LLLL
       589,2015/05/29 14:09:48,  0,+436.3,LLLLLLLLLL,LLLL
       590,2015/05/29 14:09:50,  0,+436.5,LLLLLLLLLL,LLLL
       591,2015/05/29 14:09:52,  0,+436.3,LLLLLLLLLL,LLLL
       592,2015/05/29 14:09:54,  0,+436.1,LLLLLLLLLL,LLLL
       593,2015/05/29 14:09:56,  0,+436.1,LLLLLLLLLL,LLLL
       594,2015/05/29 14:09:58,  0,+435.7,LLLLLLLLLL,LLLL
       595,2015/05/29 14:10:00,  0,+436.1,LLLLLLLLLL,LLLL
       596,2015/05/29 14:10:02,  0,+435.7,LLLLLLLLLL,LLLL
       597,2015/05/29 14:10:04,  0,+435.4,LLLLLLLLLL,LLLL
       598,2015/05/29 14:10:06,  0,+435.2,LLLLLLLLLL,LLLL
       599,2015/05/29 14:10:08,  0,+435.2,LLLLLLLLLL,LLLL
       600,2015/05/29 14:10:10,  0,+435.2,LLLLLLLLLL,LLLL
       601,2015/05/29 14:10:12,  0,+435.2,LLLLLLLLLL,LLLL
       602,2015/05/29 14:10:14,  0,+435.0,LLLLLLLLLL,LLLL
       603,2015/05/29 14:10:16,  0,+434.8,LLLLLLLLLL,LLLL
       604,2015/05/29 14:10:18,  0,+434.7,LLLLLLLLLL,LLLL
       605,2015/05/29 14:10:20,  0,+434.3,LLLLLLLLLL,LLLL
       606,2015/05/29 14:10:22,  0,+434.3,LLLLLLLLLL,LLLL
       607,2015/05/29 14:10:24,  0,+434.5,LLLLLLLLLL,LLLL
       608,2015/05/29 14:10:26,  0,+434.3,LLLLLLLLLL,LLLL
       609,2015/05/29 14:10:28,  0,+434.3,LLLLLLLLLL,LLLL
       610,2015/05/29 14:10:30,  0,+433.9,LLLLLLLLLL,LLLL
       611,2015/05/29 14:10:32,  0,+433.9,LLLLLLLLLL,LLLL
       612,2015/05/29 14:10:34,  0,+433.8,LLLLLLLLLL,LLLL
       613,2015/05/29 14:10:36,  0,+433.6,LLLLLLLLLL,LLLL
       614,2015/05/29 14:10:38,  0,+433.6,LLLLLLLLLL,LLLL
       615,2015/05/29 14:10:40,  0,+433.4,LLLLLLLLLL,LLLL
       616,2015/05/29 14:10:42,  0,+433.4,LLLLLLLLLL,LLLL
       617,2015/05/29 14:10:44,  0,+433.0,LLLLLLLLLL,LLLL
       618,2015/05/29 14:10:46,  0,+433.0,LLLLLLLLLL,LLLL
       619,2015/05/29 14:10:48,  0,+432.9,LLLLLLLLLL,LLLL
       620,2015/05/29 14:10:50,  0,+432.9,LLLLLLLLLL,LLLL
       621,2015/05/29 14:10:52,  0,+432.7,LLLLLLLLLL,LLLL
       622,2015/05/29 14:10:54,  0,+432.5,LLLLLLLLLL,LLLL
       623,2015/05/29 14:10:56,  0,+432.3,LLLLLLLLLL,LLLL
       624,2015/05/29 14:10:58,  0,+432.1,LLLLLLLLLL,LLLL
       625,2015/05/29 14:11:00,  0,+432.3,LLLLLLLLLL,LLLL
       626,2015/05/29 14:11:02,  0,+432.1,LLLLLLLLLL,LLLL
       627,2015/05/29 14:11:04,  0,+432.1,LLLLLLLLLL,LLLL
       628,2015/05/29 14:11:06,  0,+432.1,LLLLLLLLLL,LLLL
       629,2015/05/29 14:11:08,  0,+431.6,LLLLLLLLLL,LLLL
       630,2015/05/29 14:11:10,  0,+431.2,LLLLLLLLLL,LLLL
       631,2015/05/29 14:11:12,  0,+431.4,LLLLLLLLLL,LLLL
       632,2015/05/29 14:11:14,  0,+431.6,LLLLLLLLLL,LLLL
       633,2015/05/29 14:11:16,  0,+431.6,LLLLLLLLLL,LLLL
       634,2015/05/29 14:11:18,  0,+431.8,LLLLLLLLLL,LLLL
       635,2015/05/29 14:11:20,  0,+432.0,LLLLLLLLLL,LLLL
       636,2015/05/29 14:11:22,  0,+432.0,LLLLLLLLLL,LLLL
       637,2015/05/29 14:11:24,  0,+432.1,LLLLLLLLLL,LLLL
       638,2015/05/29 14:11:26,  0,+432.1,LLLLLLLLLL,LLLL
       639,2015/05/29 14:11:28,  0,+432.1,LLLLLLLLLL,LLLL
