Vendor,"GRAPHTEC Corporation"
Model,"GL220"
Version,"Ver1.05  "
Sampling interval,2s
Total data points,764       
Start time,2015-05-29,15:14:48
End time,2015-05-29,15:40:14
Trigger time,2015-05-29,15:14:48
AMP settings
CH,Signal name,Input,Range,Filter,Span
        41,2015/05/29 15:16:08,  0,+216.9,LLLLLLLLLL,LLLL
        42,2015/05/29 15:16:10,  0,+216.9,LLLLLLLLLL,LLLL
        43,2015/05/29 15:16:12,  0,+217.2,LLLLLLLLLL,LLLL
        44,2015/05/29 15:16:14,  0,+217.4,LLLLLLLLLL,LLLL
        45,2015/05/29 15:16:16,  0,+217.4,LLLLLLLLLL,LLLL
        46,2015/05/29 15:16:18,  0,+217.8,LLLLLLLLLL,LLLL
        47,2015/05/29 15:16:20,  0,+218.1,LLLLLLLLLL,LLLL
        48,2015/05/29 15:16:22,  0,+218.5,LLLLLLLLLL,LLLL
        49,2015/05/29 15:16:24,  0,+219.2,LLLLLLLLLL,LLLL
        50,2015/05/29 15:16:26,  0,+219.4,LLLLLLLLLL,LLLL
        51,2015/05/29 15:16:28,  0,+220.1,LLLLLLLLLL,LLLL
        52,2015/05/29 15:16:30,  0,+220.8,LLLLLLLLLL,LLLL
        53,2015/05/29 15:16:32,  0,+221.5,LLLLLLLLLL,LLLL
        54,2015/05/29 15:16:34,  0,+222.3,LLLLLLLLLL,LLLL
        55,2015/05/29 15:16:36,  0,+222.6,LLLLLLLLLL,LLLL
        56,2015/05/29 15:16:38,  0,+223.3,LLLLLLLLLL,LLLL
        57,2015/05/29 15:16:40,  0,+224.2,LLLLLLLLLL,LLLL
        58,2015/05/29 15:16:42,  0,+225.0,LLLLLLLLLL,LLLL
        59,2015/05/29 15:16:44,  0,+225.3,LLLLLLLLLL,LLLL
        60,2015/05/29 15:16:46,  0,+226.2,LLLLLLLLLL,LLLL
        61,2015/05/29 15:16:48,  0,+226.9,LLLLLLLLLL,LLLL
        62,2015/05/29 15:16:50,  0,+227.5,LLLLLLLLLL,LLLL
        63,2015/05/29 15:16:52,  0,+228.2,LLLLLLLLLL,LLLL
        64,2015/05/29 15:16:54,  0,+229.5,LLLLLLLLLL,LLLL
        65,2015/05/29 15:16:56,  0,+230.0,LLLLLLLLLL,LLLL
        66,2015/05/29 15:16:58,  0,+230.7,LLLLLLLLLL,LLLL
        67,2015/05/29 15:17:00,  0,+231.6,LLLLLLLLLL,LLLL
        68,2015/05/29 15:17:02,  0,+232.5,LLLLLLLLLL,LLLL
        69,2015/05/29 15:17:04,  0,+233.2,LLLLLLLLLL,LLLL
        70,2015/05/29 15:17:06,  0,+233.4,LLLLLLLLLL,LLLL
        71,2015/05/29 15:17:08,  0,+234.0,LLLLLLLLLL,LLLL
        72,2015/05/29 15:17:10,  0,+235.2,LLLLLLLLLL,LLLL
        73,2015/05/29 15:17:12,  0,+236.5,LLLLLLLLLL,LLLL
        74,2015/05/29 15:17:14,  0,+236.5,LLLLLLLLLL,LLLL
        75,2015/05/29 15:17:16,  0,+238.1,LLLLLLLLLL,LLLL
        76,2015/05/29 15:17:18,  0,+238.8,LLLLLLLLLL,LLLL
        77,2015/05/29 15:17:20,  0,+239.4,LLLLLLLLLL,LLLL
        78,2015/05/29 15:17:22,  0,+239.5,LLLLLLLLLL,LLLL
        79,2015/05/29 15:17:24,  0,+240.8,LLLLLLLLLL,LLLL
        80,2015/05/29 15:17:26,  0,+241.5,LLLLLLLLLL,LLLL
        81,2015/05/29 15:17:28,  0,+243.1,LLLLLLLLLL,LLLL
        82,2015/05/29 15:17:30,  0,+243.1,LLLLLLLLLL,LLLL
        83,2015/05/29 15:17:32,  0,+243.3,LLLLLLLLLL,LLLL
        84,2015/05/29 15:17:34,  0,+244.0,LLLLLLLLLL,LLLL
        85,2015/05/29 15:17:36,  0,+245.1,LLLLLLLLLL,LLLL
        86,2015/05/29 15:17:38,  0,+245.7,LLLLLLLLLL,LLLL
        87,2015/05/29 15:17:40,  0,+246.9,LLLLLLLLLL,LLLL
        88,2015/05/29 15:17:42,  0,+247.6,LLLLLLLLLL,LLLL
        89,2015/05/29 15:17:44,  0,+248.7,LLLLLLLLLL,LLLL
        90,2015/05/29 15:17:46,  0,+249.8,LLLLLLLLLL,LLLL
        91,2015/05/29 15:17:48,  0,+249.6,LLLLLLLLLL,LLLL
        92,2015/05/29 15:17:50,  0,+250.9,LLLLLLLLLL,LLLL
        93,2015/05/29 15:17:52,  0,+252.0,LLLLLLLLLL,LLLL
        94,2015/05/29 15:17:54,  0,+252.3,LLLLLLLLLL,LLLL
        95,2015/05/29 15:17:56,  0,+253.4,LLLLLLLLLL,LLLL
        96,2015/05/29 15:17:58,  0,+253.9,LLLLLLLLLL,LLLL
        97,2015/05/29 15:18:00,  0,+255.0,LLLLLLLLLL,LLLL
        98,2015/05/29 15:18:02,  0,+254.8,LLLLLLLLLL,LLLL
        99,2015/05/29 15:18:04,  0,+255.4,LLLLLLLLLL,LLLL
       100,2015/05/29 15:18:06,  0,+255.7,LLLLLLLLLL,LLLL
       101,2015/05/29 15:18:08,  0,+255.7,LLLLLLLLLL,LLLL
       102,2015/05/29 15:18:10,  0,+255.9,LLLLLLLLLL,LLLL
       103,2015/05/29 15:18:12,  0,+257.0,LLLLLLLLLL,LLLL
       104,2015/05/29 15:18:14,  0,+257.0,LLLLLLLLLL,LLLL
       105,2015/05/29 15:18:16,  0,+257.2,LLLLLLLLLL,LLLL
       106,2015/05/29 15:18:18,  0,+257.9,LLLLLLLLLL,LLLL
       107,2015/05/29 15:18:20,  0,+257.9,LLLLLLLLLL,LLLL
       108,2015/05/29 15:18:22,  0,+258.4,LLLLLLLLLL,LLLL
       109,2015/05/29 15:18:24,  0,+258.8,LLLLLLLLLL,LLLL
       110,2015/05/29 15:18:26,  0,+259.0,LLLLLLLLLL,LLLL
       111,2015/05/29 15:18:28,  0,+260.4,LLLLLLLLLL,LLLL
       112,2015/05/29 15:18:30,  0,+260.2,LLLLLLLLLL,LLLL
       113,2015/05/29 15:18:32,  0,+260.6,LLLLLLLLLL,LLLL
       114,2015/05/29 15:18:34,  0,+260.8,LLLLLLLLLL,LLLL
       115,2015/05/29 15:18:36,  0,+260.4,LLLLLLLLLL,LLLL
       116,2015/05/29 15:18:38,  0,+260.4,LLLLLLLLLL,LLLL
       117,2015/05/29 15:18:40,  0,+260.6,LLLLLLLLLL,LLLL
       118,2015/05/29 15:18:42,  0,+260.6,LLLLLLLLLL,LLLL
       119,2015/05/29 15:18:44,  0,+261.1,LLLLLLLLLL,LLLL
       120,2015/05/29 15:18:46,  0,+261.0,LLLLLLLLLL,LLLL
       121,2015/05/29 15:18:48,  0,+260.4,LLLLLLLLLL,LLLL
       122,2015/05/29 15:18:50,  0,+260.2,LLLLLLLLLL,LLLL
       123,2015/05/29 15:18:52,  0,+260.6,LLLLLLLLLL,LLLL
       124,2015/05/29 15:18:54,  0,+261.1,LLLLLLLLLL,LLLL
       125,2015/05/29 15:18:56,  0,+261.1,LLLLLLLLLL,LLLL
       126,2015/05/29 15:18:58,  0,+261.3,LLLLLLLLLL,LLLL
       127,2015/05/29 15:19:00,  0,+261.5,LLLLLLLLLL,LLLL
       128,2015/05/29 15:19:02,  0,+261.7,LLLLLLLLLL,LLLL
       129,2015/05/29 15:19:04,  0,+263.3,LLLLLLLLLL,LLLL
       130,2015/05/29 15:19:06,  0,+263.1,LLLLLLLLLL,LLLL
       131,2015/05/29 15:19:08,  0,+264.0,LLLLLLLLLL,LLLL
       132,2015/05/29 15:19:10,  0,+264.6,LLLLLLLLLL,LLLL
       133,2015/05/29 15:19:12,  0,+265.5,LLLLLLLLLL,LLLL
       134,2015/05/29 15:19:14,  0,+266.4,LLLLLLLLLL,LLLL
       135,2015/05/29 15:19:16,  0,+266.9,LLLLLLLLLL,LLLL
       136,2015/05/29 15:19:18,  0,+268.2,LLLLLLLLLL,LLLL
       137,2015/05/29 15:19:20,  0,+268.7,LLLLLLLLLL,LLLL
       138,2015/05/29 15:19:22,  0,+268.9,LLLLLLLLLL,LLLL
       139,2015/05/29 15:19:24,  0,+269.2,LLLLLLLLLL,LLLL
       140,2015/05/29 15:19:26,  0,+271.0,LLLLLLLLLL,LLLL
       141,2015/05/29 15:19:28,  0,+271.4,LLLLLLLLLL,LLLL
       142,2015/05/29 15:19:30,  0,+271.8,LLLLLLLLLL,LLLL
       143,2015/05/29 15:19:32,  0,+272.8,LLLLLLLLLL,LLLL
       144,2015/05/29 15:19:34,  0,+274.3,LLLLLLLLLL,LLLL
       145,2015/05/29 15:19:36,  0,+274.8,LLLLLLLLLL,LLLL
       146,2015/05/29 15:19:38,  0,+274.6,LLLLLLLLLL,LLLL
       147,2015/05/29 15:19:40,  0,+275.4,LLLLLLLLLL,LLLL
       148,2015/05/29 15:19:42,  0,+275.7,LLLLLLLLLL,LLLL
       149,2015/05/29 15:19:44,  0,+276.3,LLLLLLLLLL,LLLL
       150,2015/05/29 15:19:46,  0,+277.0,LLLLLLLLLL,LLLL
       151,2015/05/29 15:19:48,  0,+278.2,LLLLLLLLLL,LLLL
       152,2015/05/29 15:19:50,  0,+279.0,LLLLLLLLLL,LLLL
       153,2015/05/29 15:19:52,  0,+279.7,LLLLLLLLLL,LLLL
       154,2015/05/29 15:19:54,  0,+280.2,LLLLLLLLLL,LLLL
       155,2015/05/29 15:19:56,  0,+281.1,LLLLLLLLLL,LLLL
       156,2015/05/29 15:19:58,  0,+282.0,LLLLLLLLLL,LLLL
       157,2015/05/29 15:20:00,  0,+283.1,LLLLLLLLLL,LLLL
       158,2015/05/29 15:20:02,  0,+283.8,LLLLLLLLLL,LLLL
       159,2015/05/29 15:20:04,  0,+284.7,LLLLLLLLLL,LLLL
       160,2015/05/29 15:20:06,  0,+285.4,LLLLLLLLLL,LLLL
       161,2015/05/29 15:20:08,  0,+286.3,LLLLLLLLLL,LLLL
       162,2015/05/29 15:20:10,  0,+286.5,LLLLLLLLLL,LLLL
       163,2015/05/29 15:20:12,  0,+288.0,LLLLLLLLLL,LLLL
       164,2015/05/29 15:20:14,  0,+289.4,LLLLLLLLLL,LLLL
       165,2015/05/29 15:20:16,  0,+290.3,LLLLLLLLLL,LLLL
       166,2015/05/29 15:20:18,  0,+290.5,LLLLLLLLLL,LLLL
       167,2015/05/29 15:20:20,  0,+291.2,LLLLLLLLLL,LLLL
       168,2015/05/29 15:20:22,  0,+291.2,LLLLLLLLLL,LLLL
       169,2015/05/29 15:20:24,  0,+292.3,LLLLLLLLLL,LLLL
       170,2015/05/29 15:20:26,  0,+293.0,LLLLLLLLLL,LLLL
       171,2015/05/29 15:20:28,  0,+294.4,LLLLLLLLLL,LLLL
       172,2015/05/29 15:20:30,  0,+295.3,LLLLLLLLLL,LLLL
       173,2015/05/29 15:20:32,  0,+294.6,LLLLLLLLLL,LLLL
       174,2015/05/29 15:20:34,  0,+295.0,LLLLLLLLLL,LLLL
       175,2015/05/29 15:20:36,  0,+295.5,LLLLLLLLLL,LLLL
       176,2015/05/29 15:20:38,  0,+297.0,LLLLLLLLLL,LLLL
       177,2015/05/29 15:20:40,  0,+298.2,LLLLLLLLLL,LLLL
       178,2015/05/29 15:20:42,  0,+298.6,LLLLLLLLLL,LLLL
       179,2015/05/29 15:20:44,  0,+299.5,LLLLLLLLLL,LLLL
       180,2015/05/29 15:20:46,  0,+300.2,LLLLLLLLLL,LLLL
       181,2015/05/29 15:20:48,  0,+301.1,LLLLLLLLLL,LLLL
       182,2015/05/29 15:20:50,  0,+302.0,LLLLLLLLLL,LLLL
       183,2015/05/29 15:20:52,  0,+303.3,LLLLLLLLLL,LLLL
       184,2015/05/29 15:20:54,  0,+303.8,LLLLLLLLLL,LLLL
       185,2015/05/29 15:20:56,  0,+304.5,LLLLLLLLLL,LLLL
       186,2015/05/29 15:20:58,  0,+305.6,LLLLLLLLLL,LLLL
       187,2015/05/29 15:21:00,  0,+306.5,LLLLLLLLLL,LLLL
       188,2015/05/29 15:21:02,  0,+307.2,LLLLLLLLLL,LLLL
       189,2015/05/29 15:21:04,  0,+308.5,LLLLLLLLLL,LLLL
       190,2015/05/29 15:21:06,  0,+309.2,LLLLLLLLLL,LLLL
       191,2015/05/29 15:21:08,  0,+310.3,LLLLLLLLLL,LLLL
       192,2015/05/29 15:21:10,  0,+312.3,LLLLLLLLLL,LLLL
       193,2015/05/29 15:21:12,  0,+311.9,LLLLLLLLLL,LLLL
       194,2015/05/29 15:21:14,  0,+313.5,LLLLLLLLLL,LLLL
       195,2015/05/29 15:21:16,  0,+314.4,LLLLLLLLLL,LLLL
       196,2015/05/29 15:21:18,  0,+314.4,LLLLLLLLLL,LLLL
       197,2015/05/29 15:21:20,  0,+315.5,LLLLLLLLLL,LLLL
       198,2015/05/29 15:21:22,  0,+316.6,LLLLLLLLLL,LLLL
       199,2015/05/29 15:21:24,  0,+316.6,LLLLLLLLLL,LLLL
       200,2015/05/29 15:21:26,  0,+317.1,LLLLLLLLLL,LLLL
       201,2015/05/29 15:21:28,  0,+318.0,LLLLLLLLLL,LLLL
       202,2015/05/29 15:21:30,  0,+318.6,LLLLLLLLLL,LLLL
       203,2015/05/29 15:21:32,  0,+320.0,LLLLLLLLLL,LLLL
       204,2015/05/29 15:21:34,  0,+320.0,LLLLLLLLLL,LLLL
       205,2015/05/29 15:21:36,  0,+320.2,LLLLLLLLLL,LLLL
       206,2015/05/29 15:21:38,  0,+320.7,LLLLLLLLLL,LLLL
       207,2015/05/29 15:21:40,  0,+321.3,LLLLLLLLLL,LLLL
       208,2015/05/29 15:21:42,  0,+321.8,LLLLLLLLLL,LLLL
       209,2015/05/29 15:21:44,  0,+322.9,LLLLLLLLLL,LLLL
       210,2015/05/29 15:21:46,  0,+323.2,LLLLLLLLLL,LLLL
       211,2015/05/29 15:21:48,  0,+324.7,LLLLLLLLLL,LLLL
       212,2015/05/29 15:21:50,  0,+324.7,LLLLLLLLLL,LLLL
       213,2015/05/29 15:21:52,  0,+325.0,LLLLLLLLLL,LLLL
       214,2015/05/29 15:21:54,  0,+327.6,LLLLLLLLLL,LLLL
       215,2015/05/29 15:21:56,  0,+328.5,LLLLLLLLLL,LLLL
       216,2015/05/29 15:21:58,  0,+328.6,LLLLLLLLLL,LLLL
       217,2015/05/29 15:22:00,  0,+329.0,LLLLLLLLLL,LLLL
       218,2015/05/29 15:22:02,  0,+329.5,LLLLLLLLLL,LLLL
       219,2015/05/29 15:22:04,  0,+330.4,LLLLLLLLLL,LLLL
       220,2015/05/29 15:22:06,  0,+330.8,LLLLLLLLLL,LLLL
       221,2015/05/29 15:22:08,  0,+330.1,LLLLLLLLLL,LLLL
       222,2015/05/29 15:22:10,  0,+331.9,LLLLLLLLLL,LLLL
       223,2015/05/29 15:22:12,  0,+333.3,LLLLLLLLLL,LLLL
       224,2015/05/29 15:22:14,  0,+333.9,LLLLLLLLLL,LLLL
       225,2015/05/29 15:22:16,  0,+332.8,LLLLLLLLLL,LLLL
       226,2015/05/29 15:22:18,  0,+332.6,LLLLLLLLLL,LLLL
       227,2015/05/29 15:22:20,  0,+331.9,LLLLLLLLLL,LLLL
       228,2015/05/29 15:22:22,  0,+331.9,LLLLLLLLLL,LLLL
       229,2015/05/29 15:22:24,  0,+332.1,LLLLLLLLLL,LLLL
       230,2015/05/29 15:22:26,  0,+331.3,LLLLLLLLLL,LLLL
       231,2015/05/29 15:22:28,  0,+333.3,LLLLLLLLLL,LLLL
       232,2015/05/29 15:22:30,  0,+332.8,LLLLLLLLLL,LLLL
       233,2015/05/29 15:22:32,  0,+332.2,LLLLLLLLLL,LLLL
       234,2015/05/29 15:22:34,  0,+332.8,LLLLLLLLLL,LLLL
       235,2015/05/29 15:22:36,  0,+333.0,LLLLLLLLLL,LLLL
       236,2015/05/29 15:22:38,  0,+333.7,LLLLLLLLLL,LLLL
       237,2015/05/29 15:22:40,  0,+334.2,LLLLLLLLLL,LLLL
       238,2015/05/29 15:22:42,  0,+334.6,LLLLLLLLLL,LLLL
       239,2015/05/29 15:22:44,  0,+334.0,LLLLLLLLLL,LLLL
       240,2015/05/29 15:22:46,  0,+333.3,LLLLLLLLLL,LLLL
       241,2015/05/29 15:22:48,  0,+332.8,LLLLLLLLLL,LLLL
       242,2015/05/29 15:22:50,  0,+333.3,LLLLLLLLLL,LLLL
       243,2015/05/29 15:22:52,  0,+332.8,LLLLLLLLLL,LLLL
       244,2015/05/29 15:22:54,  0,+332.2,LLLLLLLLLL,LLLL
       245,2015/05/29 15:22:56,  0,+332.6,LLLLLLLLLL,LLLL
       246,2015/05/29 15:22:58,  0,+332.8,LLLLLLLLLL,LLLL
       247,2015/05/29 15:23:00,  0,+332.2,LLLLLLLLLL,LLLL
       248,2015/05/29 15:23:02,  0,+332.1,LLLLLLLLLL,LLLL
       249,2015/05/29 15:23:04,  0,+332.6,LLLLLLLLLL,LLLL
       250,2015/05/29 15:23:06,  0,+332.8,LLLLLLLLLL,LLLL
       251,2015/05/29 15:23:08,  0,+333.0,LLLLLLLLLL,LLLL
       252,2015/05/29 15:23:10,  0,+333.3,LLLLLLLLLL,LLLL
       253,2015/05/29 15:23:12,  0,+333.1,LLLLLLLLLL,LLLL
       254,2015/05/29 15:23:14,  0,+332.8,LLLLLLLLLL,LLLL
       255,2015/05/29 15:23:16,  0,+333.5,LLLLLLLLLL,LLLL
       256,2015/05/29 15:23:18,  0,+334.2,LLLLLLLLLL,LLLL
       257,2015/05/29 15:23:20,  0,+334.9,LLLLLLLLLL,LLLL
       258,2015/05/29 15:23:22,  0,+336.0,LLLLLLLLLL,LLLL
       259,2015/05/29 15:23:24,  0,+336.2,LLLLLLLLLL,LLLL
       260,2015/05/29 15:23:26,  0,+337.3,LLLLLLLLLL,LLLL
       261,2015/05/29 15:23:28,  0,+337.3,LLLLLLLLLL,LLLL
       262,2015/05/29 15:23:30,  0,+336.9,LLLLLLLLLL,LLLL
       263,2015/05/29 15:23:32,  0,+337.5,LLLLLLLLLL,LLLL
       264,2015/05/29 15:23:34,  0,+339.3,LLLLLLLLLL,LLLL
       265,2015/05/29 15:23:36,  0,+339.1,LLLLLLLLLL,LLLL
       266,2015/05/29 15:23:38,  0,+340.2,LLLLLLLLLL,LLLL
       267,2015/05/29 15:23:40,  0,+340.5,LLLLLLLLLL,LLLL
       268,2015/05/29 15:23:42,  0,+340.2,LLLLLLLLLL,LLLL
       269,2015/05/29 15:23:44,  0,+341.6,LLLLLLLLLL,LLLL
       270,2015/05/29 15:23:46,  0,+342.3,LLLLLLLLLL,LLLL
       271,2015/05/29 15:23:48,  0,+343.4,LLLLLLLLLL,LLLL
       272,2015/05/29 15:23:50,  0,+343.4,LLLLLLLLLL,LLLL
       273,2015/05/29 15:23:52,  0,+343.8,LLLLLLLLLL,LLLL
       274,2015/05/29 15:23:54,  0,+345.0,LLLLLLLLLL,LLLL
       275,2015/05/29 15:23:56,  0,+345.0,LLLLLLLLLL,LLLL
       276,2015/05/29 15:23:58,  0,+346.3,LLLLLLLLLL,LLLL
       277,2015/05/29 15:24:00,  0,+346.8,LLLLLLLLLL,LLLL
       278,2015/05/29 15:24:02,  0,+346.6,LLLLLLLLLL,LLLL
       279,2015/05/29 15:24:04,  0,+348.3,LLLLLLLLLL,LLLL
       280,2015/05/29 15:24:06,  0,+348.1,LLLLLLLLLL,LLLL
       281,2015/05/29 15:24:08,  0,+350.1,LLLLLLLLLL,LLLL
       282,2015/05/29 15:24:10,  0,+350.6,LLLLLLLLLL,LLLL
       283,2015/05/29 15:24:12,  0,+350.8,LLLLLLLLLL,LLLL
       284,2015/05/29 15:24:14,  0,+350.8,LLLLLLLLLL,LLLL
       285,2015/05/29 15:24:16,  0,+353.1,LLLLLLLLLL,LLLL
       286,2015/05/29 15:24:18,  0,+353.8,LLLLLLLLLL,LLLL
       287,2015/05/29 15:24:20,  0,+353.7,LLLLLLLLLL,LLLL
       288,2015/05/29 15:24:22,  0,+353.8,LLLLLLLLLL,LLLL
       289,2015/05/29 15:24:24,  0,+355.3,LLLLLLLLLL,LLLL
       290,2015/05/29 15:24:26,  0,+356.0,LLLLLLLLLL,LLLL
       291,2015/05/29 15:24:28,  0,+356.2,LLLLLLLLLL,LLLL
       292,2015/05/29 15:24:30,  0,+357.4,LLLLLLLLLL,LLLL
       293,2015/05/29 15:24:32,  0,+357.6,LLLLLLLLLL,LLLL
       294,2015/05/29 15:24:34,  0,+358.2,LLLLLLLLLL,LLLL
       295,2015/05/29 15:24:36,  0,+358.0,LLLLLLLLLL,LLLL
       296,2015/05/29 15:24:38,  0,+359.1,LLLLLLLLLL,LLLL
       297,2015/05/29 15:24:40,  0,+360.3,LLLLLLLLLL,LLLL
       298,2015/05/29 15:24:42,  0,+362.1,LLLLLLLLLL,LLLL
       299,2015/05/29 15:24:44,  0,+362.3,LLLLLLLLLL,LLLL
       300,2015/05/29 15:24:46,  0,+363.7,LLLLLLLLLL,LLLL
       301,2015/05/29 15:24:48,  0,+363.6,LLLLLLLLLL,LLLL
       302,2015/05/29 15:24:50,  0,+364.8,LLLLLLLLLL,LLLL
       303,2015/05/29 15:24:52,  0,+365.0,LLLLLLLLLL,LLLL
       304,2015/05/29 15:24:54,  0,+365.0,LLLLLLLLLL,LLLL
       305,2015/05/29 15:24:56,  0,+365.4,LLLLLLLLLL,LLLL
       306,2015/05/29 15:24:58,  0,+367.0,LLLLLLLLLL,LLLL
       307,2015/05/29 15:25:00,  0,+366.8,LLLLLLLLLL,LLLL
       308,2015/05/29 15:25:02,  0,+367.7,LLLLLLLLLL,LLLL
       309,2015/05/29 15:25:04,  0,+368.2,LLLLLLLLLL,LLLL
       310,2015/05/29 15:25:06,  0,+369.5,LLLLLLLLLL,LLLL
       311,2015/05/29 15:25:08,  0,+368.6,LLLLLLLLLL,LLLL
       312,2015/05/29 15:25:10,  0,+369.9,LLLLLLLLLL,LLLL
       313,2015/05/29 15:25:12,  0,+370.0,LLLLLLLLLL,LLLL
       314,2015/05/29 15:25:14,  0,+369.9,LLLLLLLLLL,LLLL
       315,2015/05/29 15:25:16,  0,+370.4,LLLLLLLLLL,LLLL
       316,2015/05/29 15:25:18,  0,+371.7,LLLLLLLLLL,LLLL
       317,2015/05/29 15:25:20,  0,+371.8,LLLLLLLLLL,LLLL
       318,2015/05/29 15:25:22,  0,+371.8,LLLLLLLLLL,LLLL
       319,2015/05/29 15:25:24,  0,+371.8,LLLLLLLLLL,LLLL
       320,2015/05/29 15:25:26,  0,+371.8,LLLLLLLLLL,LLLL
       321,2015/05/29 15:25:28,  0,+372.4,LLLLLLLLLL,LLLL
       322,2015/05/29 15:25:30,  0,+372.4,LLLLLLLLLL,LLLL
       323,2015/05/29 15:25:32,  0,+372.4,LLLLLLLLLL,LLLL
       324,2015/05/29 15:25:34,  0,+372.2,LLLLLLLLLL,LLLL
       325,2015/05/29 15:25:36,  0,+373.8,LLLLLLLLLL,LLLL
       326,2015/05/29 15:25:38,  0,+372.6,LLLLLLLLLL,LLLL
       327,2015/05/29 15:25:40,  0,+371.8,LLLLLLLLLL,LLLL
       328,2015/05/29 15:25:42,  0,+371.3,LLLLLLLLLL,LLLL
       329,2015/05/29 15:25:44,  0,+371.8,LLLLLLLLLL,LLLL
       330,2015/05/29 15:25:46,  0,+371.8,LLLLLLLLLL,LLLL
       331,2015/05/29 15:25:48,  0,+371.8,LLLLLLLLLL,LLLL
       332,2015/05/29 15:25:50,  0,+372.6,LLLLLLLLLL,LLLL
       333,2015/05/29 15:25:52,  0,+372.6,LLLLLLLLLL,LLLL
       334,2015/05/29 15:25:54,  0,+371.8,LLLLLLLLLL,LLLL
       335,2015/05/29 15:25:56,  0,+371.3,LLLLLLLLLL,LLLL
       336,2015/05/29 15:25:58,  0,+372.2,LLLLLLLLLL,LLLL
       337,2015/05/29 15:26:00,  0,+372.2,LLLLLLLLLL,LLLL
       338,2015/05/29 15:26:02,  0,+371.7,LLLLLLLLLL,LLLL
       339,2015/05/29 15:26:04,  0,+372.7,LLLLLLLLLL,LLLL
       340,2015/05/29 15:26:06,  0,+373.3,LLLLLLLLLL,LLLL
