Vendor,"GRAPHTEC Corporation"
Model,"GL220"
Version,"Ver1.05  "
Sampling interval,2s
Total data points,607       
Start time,2015-05-29,12:48:04
End time,2015-05-29,13:08:17
Trigger time,2015-05-29,12:48:04
AMP settings
CH,Signal name,Input,Range,Filter,Span
        41,2015/05/29 12:49:24,  0,+193.5,LLLLLLLLLL,LLLL
        42,2015/05/29 12:49:26,  0,+192.9,LLLLLLLLLL,LLLL
        43,2015/05/29 12:49:28,  0,+193.1,LLLLLLLLLL,LLLL
        44,2015/05/29 12:49:30,  0,+192.9,LLLLLLLLLL,LLLL
        45,2015/05/29 12:49:32,  0,+193.3,LLLLLLLLLL,LLLL
        46,2015/05/29 12:49:34,  0,+192.9,LLLLLLLLLL,LLLL
        47,2015/05/29 12:49:36,  0,+192.7,LLLLLLLLLL,LLLL
        48,2015/05/29 12:49:38,  0,+192.6,LLLLLLLLLL,LLLL
        49,2015/05/29 12:49:40,  0,+192.4,LLLLLLLLLL,LLLL
        50,2015/05/29 12:49:42,  0,+192.6,LLLLLLLLLL,LLLL
        51,2015/05/29 12:49:44,  0,+192.6,LLLLLLLLLL,LLLL
        52,2015/05/29 12:49:46,  0,+192.7,LLLLLLLLLL,LLLL
        53,2015/05/29 12:49:48,  0,+193.1,LLLLLLLLLL,LLLL
        54,2015/05/29 12:49:50,  0,+193.6,LLLLLLLLLL,LLLL
        55,2015/05/29 12:49:52,  0,+193.8,LLLLLLLLLL,LLLL
        56,2015/05/29 12:49:54,  0,+194.4,LLLLLLLLLL,LLLL
        57,2015/05/29 12:49:56,  0,+195.1,LLLLLLLLLL,LLLL
        58,2015/05/29 12:49:58,  0,+195.6,LLLLLLLLLL,LLLL
        59,2015/05/29 12:50:00,  0,+196.3,LLLLLLLLLL,LLLL
        60,2015/05/29 12:50:02,  0,+196.9,LLLLLLLLLL,LLLL
        61,2015/05/29 12:50:04,  0,+198.0,LLLLLLLLLL,LLLL
        62,2015/05/29 12:50:06,  0,+198.7,LLLLLLLLLL,LLLL
        63,2015/05/29 12:50:08,  0,+199.4,LLLLLLLLLL,LLLL
        64,2015/05/29 12:50:10,  0,+200.3,LLLLLLLLLL,LLLL
        65,2015/05/29 12:50:12,  0,+201.4,LLLLLLLLLL,LLLL
        66,2015/05/29 12:50:14,  0,+201.9,LLLLLLLLLL,LLLL
        67,2015/05/29 12:50:16,  0,+202.5,LLLLLLLLLL,LLLL
        68,2015/05/29 12:50:18,  0,+203.0,LLLLLLLLLL,LLLL
        69,2015/05/29 12:50:20,  0,+204.3,LLLLLLLLLL,LLLL
        70,2015/05/29 12:50:22,  0,+205.3,LLLLLLLLLL,LLLL
        71,2015/05/29 12:50:24,  0,+206.1,LLLLLLLLLL,LLLL
        72,2015/05/29 12:50:26,  0,+207.1,LLLLLLLLLL,LLLL
        73,2015/05/29 12:50:28,  0,+207.9,LLLLLLLLLL,LLLL
        74,2015/05/29 12:50:30,  0,+208.6,LLLLLLLLLL,LLLL
        75,2015/05/29 12:50:32,  0,+209.7,LLLLLLLLLL,LLLL
        76,2015/05/29 12:50:34,  0,+210.6,LLLLLLLLLL,LLLL
        77,2015/05/29 12:50:36,  0,+211.6,LLLLLLLLLL,LLLL
        78,2015/05/29 12:50:38,  0,+212.5,LLLLLLLLLL,LLLL
        79,2015/05/29 12:50:40,  0,+213.3,LLLLLLLLLL,LLLL
        80,2015/05/29 12:50:42,  0,+214.2,LLLLLLLLLL,LLLL
        81,2015/05/29 12:50:44,  0,+214.9,LLLLLLLLLL,LLLL
        82,2015/05/29 12:50:46,  0,+215.8,LLLLLLLLLL,LLLL
        83,2015/05/29 12:50:48,  0,+216.7,LLLLLLLLLL,LLLL
        84,2015/05/29 12:50:50,  0,+217.4,LLLLLLLLLL,LLLL
        85,2015/05/29 12:50:52,  0,+218.5,LLLLLLLLLL,LLLL
        86,2015/05/29 12:50:54,  0,+219.7,LLLLLLLLLL,LLLL
        87,2015/05/29 12:50:56,  0,+221.0,LLLLLLLLLL,LLLL
        88,2015/05/29 12:50:58,  0,+221.9,LLLLLLLLLL,LLLL
        89,2015/05/29 12:51:00,  0,+222.8,LLLLLLLLLL,LLLL
        90,2015/05/29 12:51:02,  0,+223.9,LLLLLLLLLL,LLLL
        91,2015/05/29 12:51:04,  0,+225.0,LLLLLLLLLL,LLLL
        92,2015/05/29 12:51:06,  0,+225.9,LLLLLLLLLL,LLLL
        93,2015/05/29 12:51:08,  0,+226.6,LLLLLLLLLL,LLLL
        94,2015/05/29 12:51:10,  0,+227.5,LLLLLLLLLL,LLLL
        95,2015/05/29 12:51:12,  0,+228.4,LLLLLLLLLL,LLLL
        96,2015/05/29 12:51:14,  0,+228.9,LLLLLLLLLL,LLLL
        97,2015/05/29 12:51:16,  0,+229.5,LLLLLLLLLL,LLLL
        98,2015/05/29 12:51:18,  0,+230.2,LLLLLLLLLL,LLLL
        99,2015/05/29 12:51:20,  0,+231.6,LLLLLLLLLL,LLLL
       100,2015/05/29 12:51:22,  0,+232.3,LLLLLLLLLL,LLLL
       101,2015/05/29 12:51:24,  0,+232.9,LLLLLLLLLL,LLLL
       102,2015/05/29 12:51:26,  0,+234.0,LLLLLLLLLL,LLLL
       103,2015/05/29 12:51:28,  0,+235.2,LLLLLLLLLL,LLLL
       104,2015/05/29 12:51:30,  0,+235.4,LLLLLLLLLL,LLLL
       105,2015/05/29 12:51:32,  0,+236.5,LLLLLLLLLL,LLLL
       106,2015/05/29 12:51:34,  0,+237.4,LLLLLLLLLL,LLLL
       107,2015/05/29 12:51:36,  0,+238.6,LLLLLLLLLL,LLLL
       108,2015/05/29 12:51:38,  0,+239.0,LLLLLLLLLL,LLLL
       109,2015/05/29 12:51:40,  0,+239.9,LLLLLLLLLL,LLLL
       110,2015/05/29 12:51:42,  0,+240.8,LLLLLLLLLL,LLLL
       111,2015/05/29 12:51:44,  0,+241.2,LLLLLLLLLL,LLLL
       112,2015/05/29 12:51:46,  0,+242.4,LLLLLLLLLL,LLLL
       113,2015/05/29 12:51:48,  0,+243.7,LLLLLLLLLL,LLLL
       114,2015/05/29 12:51:50,  0,+244.6,LLLLLLLLLL,LLLL
       115,2015/05/29 12:51:52,  0,+245.1,LLLLLLLLLL,LLLL
       116,2015/05/29 12:51:54,  0,+245.8,LLLLLLLLLL,LLLL
       117,2015/05/29 12:51:56,  0,+246.6,LLLLLLLLLL,LLLL
       118,2015/05/29 12:51:58,  0,+246.7,LLLLLLLLLL,LLLL
       119,2015/05/29 12:52:00,  0,+247.1,LLLLLLLLLL,LLLL
       120,2015/05/29 12:52:02,  0,+248.2,LLLLLLLLLL,LLLL
       121,2015/05/29 12:52:04,  0,+248.4,LLLLLLLLLL,LLLL
       122,2015/05/29 12:52:06,  0,+249.4,LLLLLLLLLL,LLLL
       123,2015/05/29 12:52:08,  0,+250.3,LLLLLLLLLL,LLLL
       124,2015/05/29 12:52:10,  0,+251.6,LLLLLLLLLL,LLLL
       125,2015/05/29 12:52:12,  0,+253.0,LLLLLLLLLL,LLLL
       126,2015/05/29 12:52:14,  0,+253.0,LLLLLLLLLL,LLLL
       127,2015/05/29 12:52:16,  0,+253.8,LLLLLLLLLL,LLLL
       128,2015/05/29 12:52:18,  0,+253.9,LLLLLLLLLL,LLLL
       129,2015/05/29 12:52:20,  0,+254.5,LLLLLLLLLL,LLLL
       130,2015/05/29 12:52:22,  0,+255.0,LLLLLLLLLL,LLLL
       131,2015/05/29 12:52:24,  0,+256.5,LLLLLLLLLL,LLLL
       132,2015/05/29 12:52:26,  0,+257.0,LLLLLLLLLL,LLLL
       133,2015/05/29 12:52:28,  0,+257.9,LLLLLLLLLL,LLLL
       134,2015/05/29 12:52:30,  0,+258.4,LLLLLLLLLL,LLLL
       135,2015/05/29 12:52:32,  0,+259.5,LLLLLLLLLL,LLLL
       136,2015/05/29 12:52:34,  0,+261.0,LLLLLLLLLL,LLLL
       137,2015/05/29 12:52:36,  0,+261.5,LLLLLLLLLL,LLLL
       138,2015/05/29 12:52:38,  0,+262.2,LLLLLLLLLL,LLLL
       139,2015/05/29 12:52:40,  0,+262.0,LLLLLLLLLL,LLLL
       140,2015/05/29 12:52:42,  0,+262.9,LLLLLLLLLL,LLLL
       141,2015/05/29 12:52:44,  0,+263.7,LLLLLLLLLL,LLLL
       142,2015/05/29 12:52:46,  0,+264.0,LLLLLLLLLL,LLLL
       143,2015/05/29 12:52:48,  0,+265.5,LLLLLLLLLL,LLLL
       144,2015/05/29 12:52:50,  0,+265.3,LLLLLLLLLL,LLLL
       145,2015/05/29 12:52:52,  0,+265.6,LLLLLLLLLL,LLLL
       146,2015/05/29 12:52:54,  0,+266.4,LLLLLLLLLL,LLLL
       147,2015/05/29 12:52:56,  0,+266.9,LLLLLLLLLL,LLLL
       148,2015/05/29 12:52:58,  0,+266.4,LLLLLLLLLL,LLLL
       149,2015/05/29 12:53:00,  0,+267.3,LLLLLLLLLL,LLLL
       150,2015/05/29 12:53:02,  0,+266.9,LLLLLLLLLL,LLLL
       151,2015/05/29 12:53:04,  0,+266.9,LLLLLLLLLL,LLLL
       152,2015/05/29 12:53:06,  0,+266.9,LLLLLLLLLL,LLLL
       153,2015/05/29 12:53:08,  0,+267.4,LLLLLLLLLL,LLLL
       154,2015/05/29 12:53:10,  0,+267.8,LLLLLLLLLL,LLLL
       155,2015/05/29 12:53:12,  0,+267.4,LLLLLLLLLL,LLLL
       156,2015/05/29 12:53:14,  0,+267.4,LLLLLLLLLL,LLLL
       157,2015/05/29 12:53:16,  0,+267.6,LLLLLLLLLL,LLLL
       158,2015/05/29 12:53:18,  0,+267.4,LLLLLLLLLL,LLLL
       159,2015/05/29 12:53:20,  0,+267.4,LLLLLLLLLL,LLLL
       160,2015/05/29 12:53:22,  0,+267.8,LLLLLLLLLL,LLLL
       161,2015/05/29 12:53:24,  0,+267.3,LLLLLLLLLL,LLLL
       162,2015/05/29 12:53:26,  0,+267.3,LLLLLLLLLL,LLLL
       163,2015/05/29 12:53:28,  0,+267.3,LLLLLLLLLL,LLLL
       164,2015/05/29 12:53:30,  0,+267.3,LLLLLLLLLL,LLLL
       165,2015/05/29 12:53:32,  0,+266.4,LLLLLLLLLL,LLLL
       166,2015/05/29 12:53:34,  0,+266.2,LLLLLLLLLL,LLLL
       167,2015/05/29 12:53:36,  0,+266.0,LLLLLLLLLL,LLLL
       168,2015/05/29 12:53:38,  0,+265.8,LLLLLLLLLL,LLLL
       169,2015/05/29 12:53:40,  0,+265.8,LLLLLLLLLL,LLLL
       170,2015/05/29 12:53:42,  0,+266.2,LLLLLLLLLL,LLLL
       171,2015/05/29 12:53:44,  0,+266.7,LLLLLLLLLL,LLLL
       172,2015/05/29 12:53:46,  0,+267.4,LLLLLLLLLL,LLLL
       173,2015/05/29 12:53:48,  0,+267.4,LLLLLLLLLL,LLLL
       174,2015/05/29 12:53:50,  0,+268.0,LLLLLLLLLL,LLLL
       175,2015/05/29 12:53:52,  0,+268.2,LLLLLLLLLL,LLLL
       176,2015/05/29 12:53:54,  0,+268.3,LLLLLLLLLL,LLLL
       177,2015/05/29 12:53:56,  0,+268.3,LLLLLLLLLL,LLLL
       178,2015/05/29 12:53:58,  0,+268.9,LLLLLLLLLL,LLLL
       179,2015/05/29 12:54:00,  0,+268.7,LLLLLLLLLL,LLLL
       180,2015/05/29 12:54:02,  0,+269.2,LLLLLLLLLL,LLLL
       181,2015/05/29 12:54:04,  0,+269.6,LLLLLLLLLL,LLLL
       182,2015/05/29 12:54:06,  0,+270.0,LLLLLLLLLL,LLLL
       183,2015/05/29 12:54:08,  0,+271.4,LLLLLLLLLL,LLLL
       184,2015/05/29 12:54:10,  0,+271.9,LLLLLLLLLL,LLLL
       185,2015/05/29 12:54:12,  0,+272.8,LLLLLLLLLL,LLLL
       186,2015/05/29 12:54:14,  0,+273.6,LLLLLLLLLL,LLLL
       187,2015/05/29 12:54:16,  0,+274.5,LLLLLLLLLL,LLLL
       188,2015/05/29 12:54:18,  0,+275.2,LLLLLLLLLL,LLLL
       189,2015/05/29 12:54:20,  0,+275.7,LLLLLLLLLL,LLLL
       190,2015/05/29 12:54:22,  0,+276.1,LLLLLLLLLL,LLLL
       191,2015/05/29 12:54:24,  0,+277.0,LLLLLLLLLL,LLLL
       192,2015/05/29 12:54:26,  0,+277.3,LLLLLLLLLL,LLLL
       193,2015/05/29 12:54:28,  0,+278.6,LLLLLLLLLL,LLLL
       194,2015/05/29 12:54:30,  0,+279.7,LLLLLLLLLL,LLLL
       195,2015/05/29 12:54:32,  0,+279.5,LLLLLLLLLL,LLLL
       196,2015/05/29 12:54:34,  0,+280.0,LLLLLLLLLL,LLLL
       197,2015/05/29 12:54:36,  0,+280.2,LLLLLLLLLL,LLLL
       198,2015/05/29 12:54:38,  0,+280.9,LLLLLLLLLL,LLLL
       199,2015/05/29 12:54:40,  0,+281.7,LLLLLLLLLL,LLLL
       200,2015/05/29 12:54:42,  0,+282.7,LLLLLLLLLL,LLLL
       201,2015/05/29 12:54:44,  0,+283.5,LLLLLLLLLL,LLLL
       202,2015/05/29 12:54:46,  0,+284.0,LLLLLLLLLL,LLLL
       203,2015/05/29 12:54:48,  0,+283.8,LLLLLLLLLL,LLLL
       204,2015/05/29 12:54:50,  0,+284.7,LLLLLLLLLL,LLLL
       205,2015/05/29 12:54:52,  0,+285.4,LLLLLLLLLL,LLLL
       206,2015/05/29 12:54:54,  0,+286.7,LLLLLLLLLL,LLLL
       207,2015/05/29 12:54:56,  0,+287.8,LLLLLLLLLL,LLLL
       208,2015/05/29 12:54:58,  0,+287.8,LLLLLLLLLL,LLLL
       209,2015/05/29 12:55:00,  0,+287.8,LLLLLLLLLL,LLLL
       210,2015/05/29 12:55:02,  0,+288.1,LLLLLLLLLL,LLLL
       211,2015/05/29 12:55:04,  0,+289.0,LLLLLLLLLL,LLLL
       212,2015/05/29 12:55:06,  0,+289.6,LLLLLLLLLL,LLLL
       213,2015/05/29 12:55:08,  0,+291.0,LLLLLLLLLL,LLLL
       214,2015/05/29 12:55:10,  0,+291.0,LLLLLLLLLL,LLLL
       215,2015/05/29 12:55:12,  0,+291.9,LLLLLLLLLL,LLLL
       216,2015/05/29 12:55:14,  0,+293.2,LLLLLLLLLL,LLLL
       217,2015/05/29 12:55:16,  0,+293.5,LLLLLLLLLL,LLLL
       218,2015/05/29 12:55:18,  0,+293.5,LLLLLLLLLL,LLLL
       219,2015/05/29 12:55:20,  0,+294.1,LLLLLLLLLL,LLLL
       220,2015/05/29 12:55:22,  0,+295.0,LLLLLLLLLL,LLLL
       221,2015/05/29 12:55:24,  0,+295.5,LLLLLLLLLL,LLLL
       222,2015/05/29 12:55:26,  0,+296.1,LLLLLLLLLL,LLLL
       223,2015/05/29 12:55:28,  0,+296.4,LLLLLLLLLL,LLLL
       224,2015/05/29 12:55:30,  0,+297.0,LLLLLLLLLL,LLLL
       225,2015/05/29 12:55:32,  0,+298.2,LLLLLLLLLL,LLLL
       226,2015/05/29 12:55:34,  0,+298.6,LLLLLLLLLL,LLLL
       227,2015/05/29 12:55:36,  0,+300.0,LLLLLLLLLL,LLLL
       228,2015/05/29 12:55:38,  0,+300.2,LLLLLLLLLL,LLLL
       229,2015/05/29 12:55:40,  0,+300.7,LLLLLLLLLL,LLLL
       230,2015/05/29 12:55:42,  0,+301.3,LLLLLLLLLL,LLLL
       231,2015/05/29 12:55:44,  0,+301.5,LLLLLLLLLL,LLLL
       232,2015/05/29 12:55:46,  0,+302.0,LLLLLLLLLL,LLLL
       233,2015/05/29 12:55:48,  0,+301.8,LLLLLLLLLL,LLLL
       234,2015/05/29 12:55:50,  0,+302.0,LLLLLLLLLL,LLLL
       235,2015/05/29 12:55:52,  0,+302.9,LLLLLLLLLL,LLLL
       236,2015/05/29 12:55:54,  0,+303.3,LLLLLLLLLL,LLLL
       237,2015/05/29 12:55:56,  0,+304.3,LLLLLLLLLL,LLLL
       238,2015/05/29 12:55:58,  0,+305.8,LLLLLLLLLL,LLLL
       239,2015/05/29 12:56:00,  0,+306.1,LLLLLLLLLL,LLLL
       240,2015/05/29 12:56:02,  0,+307.0,LLLLLLLLLL,LLLL
       241,2015/05/29 12:56:04,  0,+307.9,LLLLLLLLLL,LLLL
       242,2015/05/29 12:56:06,  0,+308.3,LLLLLLLLLL,LLLL
       243,2015/05/29 12:56:08,  0,+309.2,LLLLLLLLLL,LLLL
       244,2015/05/29 12:56:10,  0,+310.1,LLLLLLLLLL,LLLL
       245,2015/05/29 12:56:12,  0,+309.7,LLLLLLLLLL,LLLL
       246,2015/05/29 12:56:14,  0,+310.1,LLLLLLLLLL,LLLL
       247,2015/05/29 12:56:16,  0,+310.6,LLLLLLLLLL,LLLL
       248,2015/05/29 12:56:18,  0,+311.7,LLLLLLLLLL,LLLL
       249,2015/05/29 12:56:20,  0,+312.6,LLLLLLLLLL,LLLL
       250,2015/05/29 12:56:22,  0,+312.8,LLLLLLLLLL,LLLL
       251,2015/05/29 12:56:24,  0,+313.5,LLLLLLLLLL,LLLL
       252,2015/05/29 12:56:26,  0,+313.9,LLLLLLLLLL,LLLL
       253,2015/05/29 12:56:28,  0,+314.1,LLLLLLLLLL,LLLL
       254,2015/05/29 12:56:30,  0,+314.2,LLLLLLLLLL,LLLL
       255,2015/05/29 12:56:32,  0,+316.0,LLLLLLLLLL,LLLL
       256,2015/05/29 12:56:34,  0,+316.6,LLLLLLLLLL,LLLL
       257,2015/05/29 12:56:36,  0,+316.8,LLLLLLLLLL,LLLL
       258,2015/05/29 12:56:38,  0,+317.5,LLLLLLLLLL,LLLL
       259,2015/05/29 12:56:40,  0,+318.6,LLLLLLLLLL,LLLL
       260,2015/05/29 12:56:42,  0,+317.8,LLLLLLLLLL,LLLL
       261,2015/05/29 12:56:44,  0,+317.7,LLLLLLLLLL,LLLL
       262,2015/05/29 12:56:46,  0,+318.6,LLLLLLLLLL,LLLL
       263,2015/05/29 12:56:48,  0,+319.3,LLLLLLLLLL,LLLL
       264,2015/05/29 12:56:50,  0,+319.3,LLLLLLLLLL,LLLL
       265,2015/05/29 12:56:52,  0,+320.4,LLLLLLLLLL,LLLL
       266,2015/05/29 12:56:54,  0,+321.4,LLLLLLLLLL,LLLL
       267,2015/05/29 12:56:56,  0,+321.6,LLLLLLLLLL,LLLL
       268,2015/05/29 12:56:58,  0,+322.2,LLLLLLLLLL,LLLL
       269,2015/05/29 12:57:00,  0,+322.3,LLLLLLLLLL,LLLL
       270,2015/05/29 12:57:02,  0,+323.6,LLLLLLLLLL,LLLL
       271,2015/05/29 12:57:04,  0,+324.0,LLLLLLLLLL,LLLL
       272,2015/05/29 12:57:06,  0,+324.9,LLLLLLLLLL,LLLL
       273,2015/05/29 12:57:08,  0,+325.6,LLLLLLLLLL,LLLL
       274,2015/05/29 12:57:10,  0,+324.5,LLLLLLLLLL,LLLL
       275,2015/05/29 12:57:12,  0,+326.1,LLLLLLLLLL,LLLL
       276,2015/05/29 12:57:14,  0,+326.7,LLLLLLLLLL,LLLL
       277,2015/05/29 12:57:16,  0,+326.3,LLLLLLLLLL,LLLL
       278,2015/05/29 12:57:18,  0,+326.8,LLLLLLLLLL,LLLL
       279,2015/05/29 12:57:20,  0,+328.1,LLLLLLLLLL,LLLL
       280,2015/05/29 12:57:22,  0,+328.3,LLLLLLLLLL,LLLL
       281,2015/05/29 12:57:24,  0,+329.0,LLLLLLLLLL,LLLL
       282,2015/05/29 12:57:26,  0,+329.2,LLLLLLLLLL,LLLL
       283,2015/05/29 12:57:28,  0,+330.1,LLLLLLLLLL,LLLL
       284,2015/05/29 12:57:30,  0,+330.4,LLLLLLLLLL,LLLL
       285,2015/05/29 12:57:32,  0,+331.3,LLLLLLLLLL,LLLL
       286,2015/05/29 12:57:34,  0,+332.6,LLLLLLLLLL,LLLL
       287,2015/05/29 12:57:36,  0,+332.8,LLLLLLLLLL,LLLL
       288,2015/05/29 12:57:38,  0,+333.1,LLLLLLLLLL,LLLL
       289,2015/05/29 12:57:40,  0,+333.1,LLLLLLLLLL,LLLL
       290,2015/05/29 12:57:42,  0,+333.7,LLLLLLLLLL,LLLL
       291,2015/05/29 12:57:44,  0,+334.2,LLLLLLLLLL,LLLL
       292,2015/05/29 12:57:46,  0,+334.2,LLLLLLLLLL,LLLL
       293,2015/05/29 12:57:48,  0,+335.7,LLLLLLLLLL,LLLL
       294,2015/05/29 12:57:50,  0,+335.8,LLLLLLLLLL,LLLL
       295,2015/05/29 12:57:52,  0,+336.0,LLLLLLLLLL,LLLL
       296,2015/05/29 12:57:54,  0,+336.9,LLLLLLLLLL,LLLL
       297,2015/05/29 12:57:56,  0,+336.6,LLLLLLLLLL,LLLL
       298,2015/05/29 12:57:58,  0,+337.1,LLLLLLLLLL,LLLL
       299,2015/05/29 12:58:00,  0,+336.7,LLLLLLLLLL,LLLL
       300,2015/05/29 12:58:02,  0,+336.9,LLLLLLLLLL,LLLL
       301,2015/05/29 12:58:04,  0,+337.8,LLLLLLLLLL,LLLL
       302,2015/05/29 12:58:06,  0,+338.2,LLLLLLLLLL,LLLL
       303,2015/05/29 12:58:08,  0,+339.4,LLLLLLLLLL,LLLL
       304,2015/05/29 12:58:10,  0,+340.2,LLLLLLLLLL,LLLL
       305,2015/05/29 12:58:12,  0,+340.5,LLLLLLLLLL,LLLL
       306,2015/05/29 12:58:14,  0,+341.6,LLLLLLLLLL,LLLL
       307,2015/05/29 12:58:16,  0,+341.6,LLLLLLLLLL,LLLL
       308,2015/05/29 12:58:18,  0,+342.5,LLLLLLLLLL,LLLL
       309,2015/05/29 12:58:20,  0,+343.0,LLLLLLLLLL,LLLL
       310,2015/05/29 12:58:22,  0,+342.9,LLLLLLLLLL,LLLL
       311,2015/05/29 12:58:24,  0,+342.9,LLLLLLLLLL,LLLL
       312,2015/05/29 12:58:26,  0,+343.4,LLLLLLLLLL,LLLL
       313,2015/05/29 12:58:28,  0,+344.7,LLLLLLLLLL,LLLL
       314,2015/05/29 12:58:30,  0,+345.0,LLLLLLLLLL,LLLL
       315,2015/05/29 12:58:32,  0,+345.6,LLLLLLLLLL,LLLL
       316,2015/05/29 12:58:34,  0,+347.0,LLLLLLLLLL,LLLL
       317,2015/05/29 12:58:36,  0,+346.6,LLLLLLLLLL,LLLL
       318,2015/05/29 12:58:38,  0,+347.2,LLLLLLLLLL,LLLL
       319,2015/05/29 12:58:40,  0,+347.9,LLLLLLLLLL,LLLL
       320,2015/05/29 12:58:42,  0,+347.7,LLLLLLLLLL,LLLL
       321,2015/05/29 12:58:44,  0,+348.6,LLLLLLLLLL,LLLL
       322,2015/05/29 12:58:46,  0,+349.5,LLLLLLLLLL,LLLL
       323,2015/05/29 12:58:48,  0,+349.9,LLLLLLLLLL,LLLL
       324,2015/05/29 12:58:50,  0,+350.1,LLLLLLLLLL,LLLL
       325,2015/05/29 12:58:52,  0,+350.2,LLLLLLLLLL,LLLL
       326,2015/05/29 12:58:54,  0,+351.1,LLLLLLLLLL,LLLL
       327,2015/05/29 12:58:56,  0,+351.5,LLLLLLLLLL,LLLL
       328,2015/05/29 12:58:58,  0,+351.5,LLLLLLLLLL,LLLL
       329,2015/05/29 12:59:00,  0,+352.2,LLLLLLLLLL,LLLL
       330,2015/05/29 12:59:02,  0,+351.9,LLLLLLLLLL,LLLL
       331,2015/05/29 12:59:04,  0,+352.0,LLLLLLLLLL,LLLL
       332,2015/05/29 12:59:06,  0,+352.9,LLLLLLLLLL,LLLL
       333,2015/05/29 12:59:08,  0,+353.5,LLLLLLLLLL,LLLL
       334,2015/05/29 12:59:10,  0,+354.7,LLLLLLLLLL,LLLL
       335,2015/05/29 12:59:12,  0,+355.3,LLLLLLLLLL,LLLL
       336,2015/05/29 12:59:14,  0,+355.3,LLLLLLLLLL,LLLL
       337,2015/05/29 12:59:16,  0,+355.8,LLLLLLLLLL,LLLL
       338,2015/05/29 12:59:18,  0,+355.1,LLLLLLLLLL,LLLL
       339,2015/05/29 12:59:20,  0,+355.6,LLLLLLLLLL,LLLL
       340,2015/05/29 12:59:22,  0,+355.8,LLLLLLLLLL,LLLL
