Vendor,"GRAPHTEC Corporation"
Model,"GL220"
Version,"Ver1.05  "
Sampling interval,2s
Total data points,607       
Start time,2015-05-29,12:48:04
End time,2015-05-29,13:08:17
Trigger time,2015-05-29,12:48:04
AMP settings
CH,Signal name,Input,Range,Filter,Span
       341,2015/05/29 12:59:24,  0,+357.1,LLLLLLLLLL,LLLL
       342,2015/05/29 12:59:26,  0,+357.1,LLLLLLLLLL,LLLL
       343,2015/05/29 12:59:28,  0,+358.3,LLLLLLLLLL,LLLL
       344,2015/05/29 12:59:30,  0,+359.4,LLLLLLLLLL,LLLL
       345,2015/05/29 12:59:32,  0,+359.4,LLLLLLLLLL,LLLL
       346,2015/05/29 12:59:34,  0,+360.9,LLLLLLLLLL,LLLL
       347,2015/05/29 12:59:36,  0,+361.2,LLLLLLLLLL,LLLL
       348,2015/05/29 12:59:38,  0,+361.6,LLLLLLLLLL,LLLL
       349,2015/05/29 12:59:40,  0,+361.6,LLLLLLLLLL,LLLL
       350,2015/05/29 12:59:42,  0,+361.8,LLLLLLLLLL,LLLL
       351,2015/05/29 12:59:44,  0,+362.3,LLLLLLLLLL,LLLL
       352,2015/05/29 12:59:46,  0,+362.5,LLLLLLLLLL,LLLL
       353,2015/05/29 12:59:48,  0,+362.5,LLLLLLLLLL,LLLL
       354,2015/05/29 12:59:50,  0,+363.0,LLLLLLLLLL,LLLL
       355,2015/05/29 12:59:52,  0,+363.2,LLLLLLLLLL,LLLL
       356,2015/05/29 12:59:54,  0,+365.0,LLLLLLLLLL,LLLL
       357,2015/05/29 12:59:56,  0,+365.5,LLLLLLLLLL,LLLL
       358,2015/05/29 12:59:58,  0,+365.9,LLLLLLLLLL,LLLL
       359,2015/05/29 13:00:00,  0,+366.3,LLLLLLLLLL,LLLL
       360,2015/05/29 13:00:02,  0,+366.6,LLLLLLLLLL,LLLL
       361,2015/05/29 13:00:04,  0,+366.1,LLLLLLLLLL,LLLL
       362,2015/05/29 13:00:06,  0,+366.8,LLLLLLLLLL,LLLL
       363,2015/05/29 13:00:08,  0,+367.7,LLLLLLLLLL,LLLL
       364,2015/05/29 13:00:10,  0,+368.1,LLLLLLLLLL,LLLL
       365,2015/05/29 13:00:12,  0,+368.4,LLLLLLLLLL,LLLL
       366,2015/05/29 13:00:14,  0,+369.5,LLLLLLLLLL,LLLL
       367,2015/05/29 13:00:16,  0,+370.0,LLLLLLLLLL,LLLL
       368,2015/05/29 13:00:18,  0,+370.0,LLLLLLLLLL,LLLL
       369,2015/05/29 13:00:20,  0,+370.8,LLLLLLLLLL,LLLL
       370,2015/05/29 13:00:22,  0,+370.9,LLLLLLLLLL,LLLL
       371,2015/05/29 13:00:24,  0,+371.1,LLLLLLLLLL,LLLL
       372,2015/05/29 13:00:26,  0,+371.7,LLLLLLLLLL,LLLL
       373,2015/05/29 13:00:28,  0,+372.2,LLLLLLLLLL,LLLL
       374,2015/05/29 13:00:30,  0,+372.6,LLLLLLLLLL,LLLL
       375,2015/05/29 13:00:32,  0,+373.3,LLLLLLLLLL,LLLL
       376,2015/05/29 13:00:34,  0,+374.5,LLLLLLLLLL,LLLL
       377,2015/05/29 13:00:36,  0,+374.2,LLLLLLLLLL,LLLL
       378,2015/05/29 13:00:38,  0,+374.2,LLLLLLLLLL,LLLL
       379,2015/05/29 13:00:40,  0,+374.5,LLLLLLLLLL,LLLL
       380,2015/05/29 13:00:42,  0,+374.9,LLLLLLLLLL,LLLL
       381,2015/05/29 13:00:44,  0,+374.5,LLLLLLLLLL,LLLL
       382,2015/05/29 13:00:46,  0,+375.8,LLLLLLLLLL,LLLL
       383,2015/05/29 13:00:48,  0,+376.5,LLLLLLLLLL,LLLL
       384,2015/05/29 13:00:50,  0,+377.4,LLLLLLLLLL,LLLL
       385,2015/05/29 13:00:52,  0,+376.5,LLLLLLLLLL,LLLL
       386,2015/05/29 13:00:54,  0,+376.9,LLLLLLLLLL,LLLL
       387,2015/05/29 13:00:56,  0,+377.4,LLLLLLLLLL,LLLL
       388,2015/05/29 13:00:58,  0,+377.1,LLLLLLLLLL,LLLL
       389,2015/05/29 13:01:00,  0,+378.3,LLLLLLLLLL,LLLL
       390,2015/05/29 13:01:02,  0,+379.2,LLLLLLLLLL,LLLL
       391,2015/05/29 13:01:04,  0,+378.7,LLLLLLLLLL,LLLL
       392,2015/05/29 13:01:06,  0,+380.1,LLLLLLLLLL,LLLL
       393,2015/05/29 13:01:08,  0,+380.5,LLLLLLLLLL,LLLL
       394,2015/05/29 13:01:10,  0,+380.8,LLLLLLLLLL,LLLL
       395,2015/05/29 13:01:12,  0,+381.4,LLLLLLLLLL,LLLL
       396,2015/05/29 13:01:14,  0,+381.9,LLLLLLLLLL,LLLL
       397,2015/05/29 13:01:16,  0,+383.0,LLLLLLLLLL,LLLL
       398,2015/05/29 13:01:18,  0,+383.4,LLLLLLLLLL,LLLL
       399,2015/05/29 13:01:20,  0,+383.2,LLLLLLLLLL,LLLL
       400,2015/05/29 13:01:22,  0,+384.3,LLLLLLLLLL,LLLL
       401,2015/05/29 13:01:24,  0,+385.0,LLLLLLLLLL,LLLL
       402,2015/05/29 13:01:26,  0,+385.2,LLLLLLLLLL,LLLL
       403,2015/05/29 13:01:28,  0,+385.0,LLLLLLLLLL,LLLL
       404,2015/05/29 13:01:30,  0,+385.5,LLLLLLLLLL,LLLL
       405,2015/05/29 13:01:32,  0,+385.3,LLLLLLLLLL,LLLL
       406,2015/05/29 13:01:34,  0,+386.2,LLLLLLLLLL,LLLL
       407,2015/05/29 13:01:36,  0,+386.2,LLLLLLLLLL,LLLL
       408,2015/05/29 13:01:38,  0,+386.4,LLLLLLLLLL,LLLL
       409,2015/05/29 13:01:40,  0,+387.0,LLLLLLLLLL,LLLL
       410,2015/05/29 13:01:42,  0,+387.1,LLLLLLLLLL,LLLL
       411,2015/05/29 13:01:44,  0,+387.9,LLLLLLLLLL,LLLL
       412,2015/05/29 13:01:46,  0,+388.2,LLLLLLLLLL,LLLL
       413,2015/05/29 13:01:48,  0,+388.4,LLLLLLLLLL,LLLL
       414,2015/05/29 13:01:50,  0,+388.4,LLLLLLLLLL,LLLL
       415,2015/05/29 13:01:52,  0,+388.9,LLLLLLLLLL,LLLL
       416,2015/05/29 13:01:54,  0,+390.2,LLLLLLLLLL,LLLL
       417,2015/05/29 13:01:56,  0,+390.6,LLLLLLLLLL,LLLL
       418,2015/05/29 13:01:58,  0,+390.0,LLLLLLLLLL,LLLL
       419,2015/05/29 13:02:00,  0,+390.6,LLLLLLLLLL,LLLL
       420,2015/05/29 13:02:02,  0,+391.1,LLLLLLLLLL,LLLL
       421,2015/05/29 13:02:04,  0,+391.3,LLLLLLLLLL,LLLL
       422,2015/05/29 13:02:06,  0,+391.6,LLLLLLLLLL,LLLL
       423,2015/05/29 13:02:08,  0,+391.6,LLLLLLLLLL,LLLL
       424,2015/05/29 13:02:10,  0,+392.0,LLLLLLLLLL,LLLL
       425,2015/05/29 13:02:12,  0,+392.2,LLLLLLLLLL,LLLL
       426,2015/05/29 13:02:14,  0,+392.9,LLLLLLLLLL,LLLL
       427,2015/05/29 13:02:16,  0,+393.8,LLLLLLLLLL,LLLL
       428,2015/05/29 13:02:18,  0,+394.3,LLLLLLLLLL,LLLL
       429,2015/05/29 13:02:20,  0,+394.0,LLLLLLLLLL,LLLL
       430,2015/05/29 13:02:22,  0,+395.6,LLLLLLLLLL,LLLL
       431,2015/05/29 13:02:24,  0,+395.6,LLLLLLLLLL,LLLL
       432,2015/05/29 13:02:26,  0,+394.7,LLLLLLLLLL,LLLL
       433,2015/05/29 13:02:28,  0,+395.2,LLLLLLLLLL,LLLL
       434,2015/05/29 13:02:30,  0,+395.1,LLLLLLLLLL,LLLL
       435,2015/05/29 13:02:32,  0,+395.6,LLLLLLLLLL,LLLL
       436,2015/05/29 13:02:34,  0,+395.6,LLLLLLLLLL,LLLL
       437,2015/05/29 13:02:36,  0,+395.6,LLLLLLLLLL,LLLL
       438,2015/05/29 13:02:38,  0,+395.8,LLLLLLLLLL,LLLL
       439,2015/05/29 13:02:40,  0,+396.5,LLLLLLLLLL,LLLL
       440,2015/05/29 13:02:42,  0,+396.1,LLLLLLLLLL,LLLL
       441,2015/05/29 13:02:44,  0,+396.1,LLLLLLLLLL,LLLL
       442,2015/05/29 13:02:46,  0,+396.1,LLLLLLLLLL,LLLL
       443,2015/05/29 13:02:48,  0,+395.8,LLLLLLLLLL,LLLL
       444,2015/05/29 13:02:50,  0,+395.6,LLLLLLLLLL,LLLL
       445,2015/05/29 13:02:52,  0,+394.9,LLLLLLLLLL,LLLL
       446,2015/05/29 13:02:54,  0,+394.5,LLLLLLLLLL,LLLL
       447,2015/05/29 13:02:56,  0,+394.3,LLLLLLLLLL,LLLL
       448,2015/05/29 13:02:58,  0,+393.8,LLLLLLLLLL,LLLL
       449,2015/05/29 13:03:00,  0,+394.3,LLLLLLLLLL,LLLL
       450,2015/05/29 13:03:02,  0,+393.8,LLLLLLLLLL,LLLL
       451,2015/05/29 13:03:04,  0,+394.0,LLLLLLLLLL,LLLL
       452,2015/05/29 13:03:06,  0,+394.7,LLLLLLLLLL,LLLL
       453,2015/05/29 13:03:08,  0,+393.8,LLLLLLLLLL,LLLL
       454,2015/05/29 13:03:10,  0,+393.4,LLLLLLLLLL,LLLL
       455,2015/05/29 13:03:12,  0,+392.9,LLLLLLLLLL,LLLL
       456,2015/05/29 13:03:14,  0,+392.4,LLLLLLLLLL,LLLL
       457,2015/05/29 13:03:16,  0,+392.5,LLLLLLLLLL,LLLL
       458,2015/05/29 13:03:18,  0,+392.0,LLLLLLLLLL,LLLL
       459,2015/05/29 13:03:20,  0,+392.4,LLLLLLLLLL,LLLL
       460,2015/05/29 13:03:22,  0,+392.5,LLLLLLLLLL,LLLL
       461,2015/05/29 13:03:24,  0,+392.5,LLLLLLLLLL,LLLL
       462,2015/05/29 13:03:26,  0,+392.9,LLLLLLLLLL,LLLL
       463,2015/05/29 13:03:28,  0,+392.5,LLLLLLLLLL,LLLL
       464,2015/05/29 13:03:30,  0,+393.4,LLLLLLLLLL,LLLL
       465,2015/05/29 13:03:32,  0,+393.8,LLLLLLLLLL,LLLL
       466,2015/05/29 13:03:34,  0,+394.0,LLLLLLLLLL,LLLL
       467,2015/05/29 13:03:36,  0,+395.1,LLLLLLLLLL,LLLL
       468,2015/05/29 13:03:38,  0,+394.7,LLLLLLLLLL,LLLL
       469,2015/05/29 13:03:40,  0,+395.2,LLLLLLLLLL,LLLL
       470,2015/05/29 13:03:42,  0,+395.2,LLLLLLLLLL,LLLL
       471,2015/05/29 13:03:44,  0,+395.2,LLLLLLLLLL,LLLL
       472,2015/05/29 13:03:46,  0,+395.6,LLLLLLLLLL,LLLL
       473,2015/05/29 13:03:48,  0,+396.5,LLLLLLLLLL,LLLL
       474,2015/05/29 13:03:50,  0,+397.0,LLLLLLLLLL,LLLL
       475,2015/05/29 13:03:52,  0,+397.6,LLLLLLLLLL,LLLL
       476,2015/05/29 13:03:54,  0,+397.0,LLLLLLLLLL,LLLL
       477,2015/05/29 13:03:56,  0,+397.8,LLLLLLLLLL,LLLL
       478,2015/05/29 13:03:58,  0,+397.9,LLLLLLLLLL,LLLL
       479,2015/05/29 13:04:00,  0,+399.0,LLLLLLLLLL,LLLL
       480,2015/05/29 13:04:02,  0,+399.4,LLLLLLLLLL,LLLL
       481,2015/05/29 13:04:04,  0,+399.6,LLLLLLLLLL,LLLL
       482,2015/05/29 13:04:06,  0,+399.7,LLLLLLLLLL,LLLL
       483,2015/05/29 13:04:08,  0,+400.1,LLLLLLLLLL,LLLL
       484,2015/05/29 13:04:10,  0,+400.3,LLLLLLLLLL,LLLL
       485,2015/05/29 13:04:12,  0,+400.6,LLLLLLLLLL,LLLL
       486,2015/05/29 13:04:14,  0,+401.5,LLLLLLLLLL,LLLL
       487,2015/05/29 13:04:16,  0,+402.1,LLLLLLLLLL,LLLL
       488,2015/05/29 13:04:18,  0,+403.0,LLLLLLLLLL,LLLL
       489,2015/05/29 13:04:20,  0,+402.8,LLLLLLLLLL,LLLL
       490,2015/05/29 13:04:22,  0,+402.8,LLLLLLLLLL,LLLL
       491,2015/05/29 13:04:24,  0,+403.5,LLLLLLLLLL,LLLL
       492,2015/05/29 13:04:26,  0,+403.5,LLLLLLLLLL,LLLL
       493,2015/05/29 13:04:28,  0,+403.5,LLLLLLLLLL,LLLL
       494,2015/05/29 13:04:30,  0,+404.1,LLLLLLLLLL,LLLL
       495,2015/05/29 13:04:32,  0,+404.2,LLLLLLLLLL,LLLL
       496,2015/05/29 13:04:34,  0,+405.0,LLLLLLLLLL,LLLL
       497,2015/05/29 13:04:36,  0,+405.9,LLLLLLLLLL,LLLL
       498,2015/05/29 13:04:38,  0,+406.8,LLLLLLLLLL,LLLL
       499,2015/05/29 13:04:40,  0,+408.0,LLLLLLLLLL,LLLL
       500,2015/05/29 13:04:42,  0,+408.2,LLLLLLLLLL,LLLL
       501,2015/05/29 13:04:44,  0,+408.0,LLLLLLLLLL,LLLL
       502,2015/05/29 13:04:46,  0,+408.6,LLLLLLLLLL,LLLL
       503,2015/05/29 13:04:48,  0,+409.1,LLLLLLLLLL,LLLL
       504,2015/05/29 13:04:50,  0,+409.5,LLLLLLLLLL,LLLL
       505,2015/05/29 13:04:52,  0,+409.5,LLLLLLLLLL,LLLL
       506,2015/05/29 13:04:54,  0,+409.8,LLLLLLLLLL,LLLL
       507,2015/05/29 13:04:56,  0,+410.0,LLLLLLLLLL,LLLL
       508,2015/05/29 13:04:58,  0,+410.4,LLLLLLLLLL,LLLL
       509,2015/05/29 13:05:00,  0,+410.9,LLLLLLLLLL,LLLL
       510,2015/05/29 13:05:02,  0,+411.3,LLLLLLLLLL,LLLL
       511,2015/05/29 13:05:04,  0,+412.0,LLLLLLLLLL,LLLL
       512,2015/05/29 13:05:06,  0,+413.1,LLLLLLLLLL,LLLL
       513,2015/05/29 13:05:08,  0,+413.4,LLLLLLLLLL,LLLL
       514,2015/05/29 13:05:10,  0,+413.8,LLLLLLLLLL,LLLL
       515,2015/05/29 13:05:12,  0,+413.6,LLLLLLLLLL,LLLL
       516,2015/05/29 13:05:14,  0,+414.7,LLLLLLLLLL,LLLL
       517,2015/05/29 13:05:16,  0,+415.0,LLLLLLLLLL,LLLL
       518,2015/05/29 13:05:18,  0,+415.0,LLLLLLLLLL,LLLL
       519,2015/05/29 13:05:20,  0,+415.9,LLLLLLLLLL,LLLL
       520,2015/05/29 13:05:22,  0,+416.3,LLLLLLLLLL,LLLL
       521,2015/05/29 13:05:24,  0,+416.3,LLLLLLLLLL,LLLL
       522,2015/05/29 13:05:26,  0,+417.4,LLLLLLLLLL,LLLL
       523,2015/05/29 13:05:28,  0,+417.6,LLLLLLLLLL,LLLL
       524,2015/05/29 13:05:30,  0,+417.6,LLLLLLLLLL,LLLL
       525,2015/05/29 13:05:32,  0,+416.8,LLLLLLLLLL,LLLL
       526,2015/05/29 13:05:34,  0,+417.2,LLLLLLLLLL,LLLL
       527,2015/05/29 13:05:36,  0,+417.9,LLLLLLLLLL,LLLL
       528,2015/05/29 13:05:38,  0,+419.5,LLLLLLLLLL,LLLL
       529,2015/05/29 13:05:40,  0,+419.4,LLLLLLLLLL,LLLL
       530,2015/05/29 13:05:42,  0,+419.7,LLLLLLLLLL,LLLL
       531,2015/05/29 13:05:44,  0,+419.7,LLLLLLLLLL,LLLL
       532,2015/05/29 13:05:46,  0,+420.6,LLLLLLLLLL,LLLL
       533,2015/05/29 13:05:48,  0,+420.4,LLLLLLLLLL,LLLL
       534,2015/05/29 13:05:50,  0,+420.6,LLLLLLLLLL,LLLL
       535,2015/05/29 13:05:52,  0,+420.6,LLLLLLLLLL,LLLL
       536,2015/05/29 13:05:54,  0,+421.3,LLLLLLLLLL,LLLL
       537,2015/05/29 13:05:56,  0,+421.7,LLLLLLLLLL,LLLL
       538,2015/05/29 13:05:58,  0,+422.1,LLLLLLLLLL,LLLL
       539,2015/05/29 13:06:00,  0,+421.5,LLLLLLLLLL,LLLL
       540,2015/05/29 13:06:02,  0,+420.8,LLLLLLLLLL,LLLL
       541,2015/05/29 13:06:04,  0,+421.2,LLLLLLLLLL,LLLL
       542,2015/05/29 13:06:06,  0,+421.5,LLLLLLLLLL,LLLL
       543,2015/05/29 13:06:08,  0,+421.9,LLLLLLLLLL,LLLL
       544,2015/05/29 13:06:10,  0,+421.7,LLLLLLLLLL,LLLL
       545,2015/05/29 13:06:12,  0,+421.0,LLLLLLLLLL,LLLL
       546,2015/05/29 13:06:14,  0,+421.3,LLLLLLLLLL,LLLL
       547,2015/05/29 13:06:16,  0,+421.0,LLLLLLLLLL,LLLL
       548,2015/05/29 13:06:18,  0,+420.8,LLLLLLLLLL,LLLL
       549,2015/05/29 13:06:20,  0,+420.1,LLLLLLLLLL,LLLL
       550,2015/05/29 13:06:22,  0,+419.2,LLLLLLLLLL,LLLL
       551,2015/05/29 13:06:24,  0,+419.2,LLLLLLLLLL,LLLL
       552,2015/05/29 13:06:26,  0,+419.2,LLLLLLLLLL,LLLL
       553,2015/05/29 13:06:28,  0,+418.6,LLLLLLLLLL,LLLL
       554,2015/05/29 13:06:30,  0,+418.8,LLLLLLLLLL,LLLL
       555,2015/05/29 13:06:32,  0,+417.7,LLLLLLLLLL,LLLL
       556,2015/05/29 13:06:34,  0,+417.7,LLLLLLLLLL,LLLL
       557,2015/05/29 13:06:36,  0,+417.0,LLLLLLLLLL,LLLL
       558,2015/05/29 13:06:38,  0,+417.2,LLLLLLLLLL,LLLL
       559,2015/05/29 13:06:40,  0,+417.0,LLLLLLLLLL,LLLL
       560,2015/05/29 13:06:42,  0,+416.1,LLLLLLLLLL,LLLL
       561,2015/05/29 13:06:44,  0,+415.8,LLLLLLLLLL,LLLL
       562,2015/05/29 13:06:46,  0,+415.4,LLLLLLLLLL,LLLL
       563,2015/05/29 13:06:48,  0,+414.5,LLLLLLLLLL,LLLL
       564,2015/05/29 13:06:50,  0,+414.7,LLLLLLLLLL,LLLL
       565,2015/05/29 13:06:52,  0,+414.0,LLLLLLLLLL,LLLL
       566,2015/05/29 13:06:54,  0,+413.6,LLLLLLLLLL,LLLL
       567,2015/05/29 13:06:56,  0,+413.2,LLLLLLLLLL,LLLL
       568,2015/05/29 13:06:58,  0,+412.5,LLLLLLLLLL,LLLL
       569,2015/05/29 13:07:00,  0,+411.4,LLLLLLLLLL,LLLL
       570,2015/05/29 13:07:02,  0,+411.4,LLLLLLLLLL,LLLL
       571,2015/05/29 13:07:04,  0,+411.3,LLLLLLLLLL,LLLL
       572,2015/05/29 13:07:06,  0,+410.9,LLLLLLLLLL,LLLL
       573,2015/05/29 13:07:08,  0,+410.4,LLLLLLLLLL,LLLL
       574,2015/05/29 13:07:10,  0,+410.0,LLLLLLLLLL,LLLL
       575,2015/05/29 13:07:12,  0,+409.8,LLLLLLLLLL,LLLL
       576,2015/05/29 13:07:14,  0,+409.1,LLLLLLLLLL,LLLL
       577,2015/05/29 13:07:16,  0,+408.4,LLLLLLLLLL,LLLL
       578,2015/05/29 13:07:18,  0,+408.0,LLLLLLLLLL,LLLL
       579,2015/05/29 13:07:20,  0,+407.7,LLLLLLLLLL,LLLL
       580,2015/05/29 13:07:22,  0,+407.1,LLLLLLLLLL,LLLL
       581,2015/05/29 13:07:24,  0,+406.8,LLLLLLLLLL,LLLL
       582,2015/05/29 13:07:26,  0,+406.8,LLLLLLLLLL,LLLL
       583,2015/05/29 13:07:28,  0,+406.2,LLLLLLLLLL,LLLL
       584,2015/05/29 13:07:30,  0,+405.7,LLLLLLLLLL,LLLL
       585,2015/05/29 13:07:32,  0,+405.3,LLLLLLLLLL,LLLL
       586,2015/05/29 13:07:34,  0,+405.0,LLLLLLLLLL,LLLL
       587,2015/05/29 13:07:36,  0,+404.8,LLLLLLLLLL,LLLL
       588,2015/05/29 13:07:38,  0,+404.1,LLLLLLLLLL,LLLL
       589,2015/05/29 13:07:40,  0,+403.9,LLLLLLLLLL,LLLL
       590,2015/05/29 13:07:42,  0,+403.5,LLLLLLLLLL,LLLL
       591,2015/05/29 13:07:44,  0,+403.0,LLLLLLLLLL,LLLL
       592,2015/05/29 13:07:46,  0,+402.6,LLLLLLLLLL,LLLL
       593,2015/05/29 13:07:48,  0,+402.3,LLLLLLLLLL,LLLL
       594,2015/05/29 13:07:50,  0,+402.1,LLLLLLLLLL,LLLL
       595,2015/05/29 13:07:52,  0,+401.9,LLLLLLLLLL,LLLL
       596,2015/05/29 13:07:54,  0,+401.7,LLLLLLLLLL,LLLL
       597,2015/05/29 13:07:56,  0,+401.0,LLLLLLLLLL,LLLL
       598,2015/05/29 13:07:58,  0,+400.6,LLLLLLLLLL,LLLL
       599,2015/05/29 13:08:00,  0,+400.3,LLLLLLLLLL,LLLL
       600,2015/05/29 13:08:02,  0,+399.7,LLLLLLLLLL,LLLL
       601,2015/05/29 13:08:04,  0,+399.2,LLLLLLLLLL,LLLL
       602,2015/05/29 13:08:06,  0,+399.0,LLLLLLLLLL,LLLL
       603,2015/05/29 13:08:08,  0,+398.8,LLLLLLLLLL,LLLL
       604,2015/05/29 13:08:10,  0,+398.5,LLLLLLLLLL,LLLL
       605,2015/05/29 13:08:12,  0,+397.9,LLLLLLLLLL,LLLL
       606,2015/05/29 13:08:14,  0,+397.8,LLLLLLLLLL,LLLL
       607,2015/05/29 13:08:16,  0,+397.0,LLLLLLLLLL,LLLL
